	table.gene	table.logFC	table.logCPM	table.F	table,PValue	table.FDR	adjust.method	comparison	test
10014	NPAS1	3.61677087570691	2.1720578973538	18.5407140008162	0,000151827	0.0265515400408626	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
174	GASK1B	4.02497499560904	4.14521609261017	18.2164561448318	0,00016899	0.0287123040111906	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
8673	SVEP1	4.67916167382798	3.72183646473703	18.2107824456104	0,000169308	0.0287123040111906	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
8663	BTG2	3.25390493802762	6.80417558959959	18.1713997178333	0,000171534	0.0287123040111906	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
9662	ADAMTS1	3.73592570418442	7.49113780761143	18.0849063671435	0,000176533	0.0291329391906879	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
11341	EGR2	4.84192864781216	3.6737698046081	17.8980328099208	0,000187874	0.0305738252712249	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
11209	PTGS2	3.9853030937016	3.47751282029382	17.6491720931281	0,000204199	0.0327753038526455	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
3613	IL6ST	2.56336508581596	7.99805496912944	17.5595039201271	0,000210447	0.0333216962933487	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
5008	DPY19L3	1.90917800726222	3.74618938538116	17.3623052945606	0,000224917	0.0336083562364712	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
4912	TBX5	4.54463243496542	1.91059416923317	19.9761974563523	0,000225028	0.0336083562364712	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
5114	POLR2M	1.76273514440043	6.34269169567846	17.3573051376815	0,000225298	0.0336083562364712	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
7932	CADM3	4.07784055855721	5.12594717197895	17.3475030584362	0,000226046	0.0336083562364712	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
6731	TPI1	2.02470099048102	6.4385498446715	17.3402734962129	0,000226599	0.0336083562364712	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
5950	ARHGAP21	1.64320425333064	4.80787244366636	17.2089506298726	0,000236905	0.0342830456922605	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
10525	DACT2	4.35318589191475	3.01895812545051	17.2077661958726	0,000237	0.0342830456922605	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
6627	MDFIC	2.12386778890213	5.3770890725021	17.1527852069476	0,000241464	0.0345028587215613	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
1947	ZC3H18	-1.65569562621865	5.48234591337714	17.0320576124811	0,000251585	0.0355159219623644	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
6280	FN1	3.37165481405881	12.9389579525063	16.8967910862993	0,000263466	0.0367503301215176	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
2492	CCDC84	-3.01035822777428	4.15963224595715	16.7683672275399	0,000275301	0.0379494875017941	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
2073	FUT8	2.33119042525496	4.79447645420033	16.6631139031011	0,000285425	0.0388875311430649	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
10079	P2RX1	3.8878028290392	1.81745581237385	19.0143556764359	0,000290862	0.0391727991508564	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
5689	SOX18	4.65725830561733	4.46096278642079	16.5049904432911	0,000301389	0.0401292993682528	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
488	PSD	3.64803111115262	2.47651153391601	16.2973877371084	0,000323813	0.0423949242586634	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
10337	CACNA2D1	3.30769800158213	4.35559910630455	16.2811359430427	0,000325642	0.0423949242586634	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
10001	SYNPO2	3.70387527251139	3.57857656134479	16.1478526533753	0,000341066	0.0439149988019219	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
983	TOP3B	-1.48705868385771	4.66737863266874	16.0619396590126	0,00035142	0.0447564168363057	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
2201	LXN	4.27857429301296	7.42452887209554	15.8378478226233	0,000380043	0.0478813300318561	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
5733	ZBTB1	1.76909814910452	4.90930242274893	15.6565410998099	0,000405024	0.0504858460358074	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
11716	HIF1A	2.06009298853973	8.11668885596338	15.4065299969407	0,000442392	0.0543038204287722	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
4061	GGT1	-5.66294967353186	2.81053197813106	15.6344474326325	0,000444923	0.0543038204287722	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
5349	DDX11	-3.72291696371343	3.05875919065865	15.2988346187809	0,000459609	0.0552914438797398	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
4464	ADD3	3.04289290434789	6.64568273014533	15.2814626236159	0,000462453	0.0552914438797398	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
9059	ZNF467	2.98534405556258	5.12395359652987	15.1577217054892	0,000483262	0.0571957242831447	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
2676	WDFY2	-1.47048502892429	4.95984667450828	15.0597834863161	0,000500441	0.0586366495575983	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
6224	FNTA	1.49274980549887	6.22452413936086	15.002054437161	0,000510872	0.0589066088475808	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
2710	FMOD	5.50409173295429	6.47845354120962	14.9915238684996	0,0005128	0.0589066088475808	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
1769	NT5DC1	2.13532890985979	5.28293094864865	14.9355985856569	0,000523169	0.0595142442023943	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
10908	PRSS53	-1.92514696438895	5.282532846909	14.8418975867558	0,000541047	0.060956275504088	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
7871	CPD	1.65567623916127	6.11244057394947	14.7798087115073	0,000553254	0.0617378393855995	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
4657	CILP2	3.3697209095294	2.03508469675204	14.6885090669554	0,000571741	0.0621637770007807	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
747	TMEM106A	-3.5684599698805	4.0416706483919	14.6869875755041	0,000572054	0.0621637770007807	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
3468	DPP9	-1.49853747585346	5.12818916352534	14.6824676747837	0,000572987	0.0621637770007807	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
3663	SH3GLB1	1.39299505634611	7.3025631935472	14.6374856232874	0,000582359	0.0626009184943866	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
1201	ACVRL1	3.78259965135394	3.63593014714855	14.5462145041017	0,000601883	0.0636981539966352	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
