gene	Cardiac_h	Cardiac_h	Cardiac_h	colon_h	colon_h	colon_h	colon_h	colon_h	colon_h	colon_h	Cardiac_m	Cardiac_m	Cardiac_m	colon_m	colon_m
SCN9A	4.87613732627923	5.36560687762907	6.904578339550665	0.0	1.7625938650751714	17.42614020715789	8.03818214451819	8.863355243118658	0.0	18.70279967799088	0.0	0.0	0.0	0.255457055208592	0.184753190166605
POLE4	95.084677862445	61.0337782330307	53.1908257269088	31.1328020051022	16.8837938654569	24.9450331899417	19.1497868737051	22.5321440517836	14.5351946995771	22.6501242331447	49.3938117189019	42.1204156709973	31.4559976289239	17.3710797541842	25.1264338626582
SNU13	95.084677862445	156.94400117065035	145.76332050162506	74.2397586275514	184.42297914576037	72.26983019922831	86.05583237072418	90.44893844483747	109.01396024682847	90.22456126065951	9.00408026125815	11.1748041576115	16.5015069528781	8.43008282188352	10.7156850296631
SPIC	0.0	0.0	0.0	0.0	0.0	0.0	0.157611414598396	0.106787412567695	0.0	124.340723487346	0.0	0.573066879877514	0.0	0.255457055208592	0.923765950833024
FAM102B	26.8187552945358	6.0363077373327	5.75381528295888	14.3689855408164	18.3680834360466	13.0032619819909	2.83700546277113	10.7855286693372	0.0	12.4998610913205	25.4686841675588	29.226410873753238	20.6268836910976	21.202935582313074	28.267238095490537
TACSTD2	0.0	0.0	0.511450247374123	0.0	0.0	0.176915129006679	213.327049658929	229.913299258247	726.759734978856	0.375935671919415	0.0	0.0	0.0	0.255457055208592	39.72193588582003
GLS	282.8159649241955	40.242051582218075	130.67553820408793	112.5570534030618	139.24491534093846	66.60854607101459	195.04412556551551	93.97292305957136	87.2111681974627	63.533128554381115	55.82529761980052	96.84830269929985	67.03737199606736	105.75922085635665	55.79546343031463
RPS6KB2	17.0664806419773	18.1089232119981	19.1793842765296	31.1328020051022	12.4309251536881	17.3376826426545	13.2393588262653	15.4841748223157	0.0	21.1463815454671	12.0911934936895	14.0401385569991	12.3761302146586	23.757506134399	18.1058126363273
CLDN8	0.0	0.0	0.0	0.0	0.0	0.619202951523376	62.492925888263905	2.6696853141923738	29.07038939915427	0.0	0.0	0.0	0.0	4.087312883337464	5.542595704998144
BAG1	34.1329612839546	30.181538686663533	14.320606926475463	783.109711974493	36.5506306757694	69.9699335221415	82.58838124955949	55.3158797100658	65.4083761480971	45.67618413820887	156.15647767381986	137.24951773066485	140.26280909946365	149.69783435223468	139.48865857578627
CHRNA4	0.0	0.0	0.0	0.0	14.6573595095725	0.0	0.315222829196792	0.21357482513539	0.0	0.6578874258589751	0.257259436035947	0.0	0.0	0.0	0.0
WDR64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DERL2	21.9426179682565	26.8280343881453	26.4675503016109	7.1844927704082	9.46234601250883	13.8878376270243	23.2476836532634	11.6398279698787	14.5351946995771	14.755475122837	34.4727644288169	38.1089475118547	31.9716697212014	19.9256503062701	19.3990849674935
CPSF4	2.43806866313962	4.0242051582218	4.60305222636711	0.0	6.5865349694914395	3.715217709140258	3.546256828463912	2.883260139327755	21.80279204936567	2.8195175393956067	3.08711323243137	5.44413535883638	2.06268836910977	6.64188343542338	5.91210208533135
TRIM26	12.1903433156981	27.49873524784894	9.9732798237954	23.94830923469399	13.358606135306601	26.8910996090152	17.65247843502035	20.39639580042965	21.80279204936567	19.26670318586999	15.1783067261209	18.6246735960192	23.7209162447623	37.2967300604544	18.8448253969937
RPL11	117.02729583070148	623.0810986646752	505.69643209116407	301.7486963571438	53.52719263938819	125.78665672374854	60.04994896198881	121.63086291460462	399.7178542383707	108.45744134875116	32.6719483765653	20.057340795713	23.2052441524849	16.860165643767	8.68339993783042
UBR7	17.0664806419773	16.7675214925908	12.7862561843531	7.1844927704082	33.8603558290757	18.9299188037146	18.4405355080123	17.2995608359665	36.3379867489428	22.8380920691044	14.406528418013083	24.06880895485561	14.954490676045822	15.07196625730692	16.44303392482786
SPX	0.0	0.670700859703634	1.5343507421223699	28.7379710816328	36.643398773931246	2.4768118060935027	34.28048267515111	2.9900475518954504	0.0	1.0338230977783895	0.0	0.0	0.0	0.0	0.0
MRPS25	39.0090986102339	38.2299490031071	28.3854887292638	28.7379710816328	37.10723926474055	48.209372654320035	40.7425506736854	32.89052307085	29.0703893991543	25.0937061006209	25.2114247315228	25.7880095944881	31.9716697212014	32.6985030666997	26.2349530036579
PRR32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.320362237703084	0.0	0.0939839179798537	0.257259436035947	0.286533439938757	1.03134418455488	0.0	0.0
UBE2Q1	36.57102994709425	11.40191461496177	13.937019240944874	21.553478311224602	18.275315337884738	13.180177110997603	15.20950150874519	14.095938458935692	21.8027920493657	18.70279967799089	20.58075488287583	17.1920063963254	22.689572060207368	32.95396012190836	40.64570183665308
EHMT2	17.06648064197732	17.43822235229444	8.055341396142436	14.3689855408164	15.492272393029115	14.683955707554336	9.062656339407763	11.533040557310983	7.26759734978857	15.225394712736335	18.52267939458818	20.343874235651718	19.0798674142653	15.83833742293268	11.26994460016288
SUPT3H	14.6284119788377	5.365606877629074	6.265265530333007	7.1844927704082	11.039403681260298	7.253520289273835	9.771907705100555	7.688693704874019	7.26759734978857	6.20293858667034	2.31533492432353	4.29800159908136	2.06268836910977	5.36459815938043	8.86815312799703
RBM45	26.8187552945358	10.731213755258134	9.206104452734218	9.5793236938776	11.688780368393276	14.064752756030948	12.057273216777245	8.756567830550962	0.0	13.627668107078822	33.70098612070912	33.23787903289585	33.00301390575629	30.143932514613777	26.789212574157666
DLG4	202.35969904058786	51.64396619717977	19.946559647590792	21.5534783112246	495.7527165769333	14.507040578547635	11.111604729186892	23.70680559002818	14.5351946995771	39.00332596163923	35.7590616089967	35.24361311246716	30.9403255366465	3.57639877292028	20.50760410849313
KRT84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL55	68.2659225679093	60.363077373327	36.568692687249815	38.3172947755104	42.58055705628971	35.11765310782579	26.08468911603449	24.561104890569748	14.5351946995771	18.326864006071467	16.4646039063006	15.1862723167541	26.8149487984269	57.2223803667245	26.7892125741577
SHD	0.0	0.0	0.255725123687062	2.3948309234694	9.647882208832534	0.0884575645033394	0.0	0.0	0.0	0.0	0.257259436035947	2.865334399387567	1.54701627683232	0.255457055208592	0.36950638033321
RETREG2	26.81875529453577	46.9490601792543	27.490450796359145	112.55705340306179	78.94565153573546	36.88680439789248	39.16643652770139	30.007262931522188	109.0139602468285	31.014692933351654	28.041278527918234	49.85681854934375	38.675406920808086	47.25955521358947	48.7748422039837
RSL1D1	175.54094374605194	101.9465306749523	169.03430675714813	71.844927704082	70.50375460300697	94.64959401857324	71.31916510577422	89.16748949402509	145.351946995771	102.16051884410106	99.0448828738397	73.066027184383	80.9605184875583	75.3598312865345	81.4761568634727
EXOC4	43.8852359365131	30.1815386866635	43.4732710268005	33.5276329285716	59.18604662726115	53.074538702003636	49.253567061998694	58.412714674529	21.8027920493657	62.2173537026631	65.6011561891666	60.172022387139	98.4933696249913	44.7049846615035	96.0716588866345
GRTP1	0.0	4.0242051582218	0.0	2.3948309234694	0.8349128834566619	26.00652396398177	9.929519119698945	1.708598601083119	29.0703893991543	2.913501457375459	0.257259436035947	1.14613375975503	0.515672092277441	34.4867024531599	11.2699446001629
TOP2B	53.6375105890716	52.98536791658704	38.48663111490273	59.870773086735	79.40949202654467	51.48230254094353	39.718076478795766	46.23894964181181	43.60558409873137	61.559466276804166	56.3398164918725	74.2121609441381	51.5672092277441	48.0259263792152	84.4322079061384
ELANE	0.0	0.0	0.0	9.57932369387759	0.185536196323703	0.0	0.0	21.784632163809672	0.0	8.270584782227123	0.0	0.286533439938757	0.0	0.0	0.0
ICAM1	251.121072303381	254.19562582767762	257.64306211471495	31.1328020051022	24.212473620243205	42.371173397099554	36.64465389412709	489.9406488605828	50.87318144852	168.98308452777664	21.6097926270196	59.0258886273839	30.424653444369	16.860165643767	483.314345475838
CYB5A	648.5262643951382	730.3932362172567	57.28242770590177	19.1586473877552	15.30673619670546	343.83455322448	337.2096215332684	241.55312722812528	87.2111681974628	48.40171775962467	305.6242100107056	245.55915802751477	321.26371348884635	535.1825306619993	291.54053408290184
ADAL	0.0	4.0242051582218	3.45228916977533	2.3948309234694	8.53466503089032	6.10357195073042	12.5301074605725	3.73755943986931	0.0	4.69919589899268	5.14518872071895	5.44413535883638	6.70373719960674	4.85368404896324	4.80358294433172
TPK1	2.43806866313962	3.353504298518164	3.324426607931802	16.7638164642858	5.8443901841966355	12.118686336957515	7.959376437218992	10.892316081904859	0.0	20.582478037587983	7.460523645042468	7.449869438407687	6.18806510732929	37.55218711566296	15.70402116416143
RREB1	36.57102994709426	8.719111176147232	7.4160285869247895	11.974154617347	4.638404908092573	40.8673948005428	33.413619894859906	40.36564195058863	79.9435708476742	47.085942907906684	9.775858569365994	14.326671996937858	12.89180230693603	31.165760735448167	35.10310613165495
MC4R	0.0	0.0	0.0	0.0	1.484289570589623	0.0884575645033394	0.0	0.106787412567695	0.0	0.187967835959707	0.0	0.0	0.0	0.0	0.0
CPTP	26.8187552945358	21.462427510516232	29.152664100324994	9.57932369387759	27.2738208595843	49.18240586385677	59.655920425492866	28.08508950530366	21.8027920493657	43.89048969659163	22.8960898071993	15.1862723167541	18.5641953219879	48.2813834344238	19.2143317773269
SNAP29	31.69489262081502	35.54714556429257	41.04388235177337	28.7379710816328	26.5316760742895	33.96770476928234	30.7342258466872	24.667892303137467	14.53519469957714	42.29276309093424	71.26086378195738	66.4757580657916	47.95750458180204	67.1852055198596	62.81608465664563
KLHL24	73.14205989418853	40.24205158221807	21.992360637087298	40.7121256989798	66.60749448020918	78.81568997247543	44.91925316054282	127.07702095555668	58.1407787983085	51.03326746306052	41.16150976575158	98.56750333893237	92.30530451766202	34.2312453979513	124.8931565526247
PSMC3	126.77957048326047	120.0554538869501	83.74997800751271	21.5534783112246	97.40650306994387	69.08535787710812	85.7406095415274	76.45978739846937	65.4083761480971	72.83753643438656	102.646514978343	88.25229950113716	67.55304408834479	53.39052453859567	23.463655151158807
MTF2	4.87613732627923	7.37770945673997	5.753815282958882	14.3689855408164	6.586534969491444	7.872723240797208	6.934902242329424	8.863355243118658	0.0	12.31189325536086	6.43148590089868	3.15186783932633	7.73508138416162	6.64188343542338	11.2699446001629
DNAAF1	0.0	0.0	0.0	0.0	1.29875337426592	0.0	0.709251365692782	7.36833146717093	0.0	0.0	0.0	0.0	0.0	1.02182822083437	5.91210208533135
CCDC190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.747511887973863	0.0	0.0	0.0	0.0	0.0	0.0	0.184753190166605
RPL37A	441.290428028271	1782.7228850922545	1767.4441923631307	1683.56613919899	386.8429693349197	524.4648999402993	302.45630461432137	492.8239089999107	1424.44908055856	449.8070314515794	55.825297619800594	41.54734879111979	58.78661851962826	19.670193251061544	11.82420417066272
PJA2	39.009098610233806	26.82803438814538	31.582052775352057	59.870773086735	239.2489251594141	69.52764569962487	59.18308618169773	81.79915802685406	29.0703893991543	66.4466300117565	28.298537963954196	30.0860111935695	37.6440627362532	20.6920214718959	47.11206349248422
ATP23	17.06648064197733	4.69490601792543	2.812976360557677	0.0	3.8962601227977567	7.253520289273835	4.413119608755088	3.844346852437011	7.26759734978857	4.2292763090934145	3.08711323243137	2.86533439938757	4.64104883049697	2.81002760729451	4.24932337383191
MAST2	9.75227465255847	9.389812035850875	11.124042880387176	2.3948309234694	15.770576687514728	32.72929886623562	11.348021851084512	11.21267831960794	7.26759734978857	5.357083324851662	15.4355661621568	12.3209379173666	10.8291139378263	29.1221042937794	5.72734889516475
CLASP1	29.2568239576754	23.4745300896272	14.064881802788358	23.948309234694	50.18754110556158	21.76056086782146	19.46500970290192	19.862458737591226	50.8731814485199	24.435818674761933	19.03719826666015	16.33240607650917	15.47016276832328	13.02830981563817	25.495940242991427
ARL6IP4	80.45626588360737	179.0771295408698	176.57819790591586	165.243333719389	99.26186503318085	115.34866411235451	115.29274977872626	100.05980557592993	130.816752296194	96.89741943722915	39.103434277463975	37.24934719203843	42.80078365902767	35.50853067399425	32.1470550889892
TP53RK	36.57102994709426	27.498735247849005	30.175564595073286	7.1844927704082	15.492272393029163	14.24166788503765	15.209501508745202	13.455213983529532	29.07038939915427	14.75547512283702	0.257259436035947	1.43266719969379	1.54701627683232	1.53274233125155	2.03228509183265
TNFRSF12A	73.14205989418845	66.39938511065978	216.98276744847172	0.0	5.566085889711075	34.940737978819115	90.46895197947929	56.06339159803966	14.53519469957714	6.1089546686904885	182.6541995855221	51.57601918897624	135.62176026896697	5.364598159380423	23.46365515115882
MAPK7	21.94261796825652	12.072615474665369	18.795796590999068	4.7896618469388	5.380549693387371	19.99140957775476	13.47577594816282	14.736662934341894	21.8027920493657	16.72913740041395	16.72186334233659	18.62467359601923	22.17389996792993	7.91916871146634	10.900438219829681
FOXRED2	7.31420598941885	7.377709456739971	4.9866399118977	0.0	25.04738650369986	5.130538741193692	4.64953673065268	4.057921677572405	14.53519469957714	12.123925419401166	1.80081605225163	0.859600319816271	1.03134418455488	4.087312883337462	2.40179147216586
LMOD3	0.0	0.0	0.0	0.0	0.371072392647406	0.0	0.078805707299198	0.0	0.0	0.28195175393956073	0.0	0.286533439938757	1.03134418455488	0.0	0.9237659508330239
PKN2	41.44716727337344	18.7796240717017	21.353047827869673	64.6604349336738	28.75811043017386	112.3411069192411	43.8947789656533	71.12041677008467	29.0703893991543	50.09342828326199	44.5058824342189	64.47002398622033	55.17691387368626	48.28138343442378	69.28244631247682
PBDC1	4.87613732627924	36.88854728369987	51.14502473741227	19.1586473877552	12.894765644497326	37.77138004292598	40.11210501529177	22.532144051783607	29.07038939915427	27.44330405011725	53.252703259441134	55.58748734811887	30.94032553664644	28.35573312815368	35.28785932182156
CYBC1	19.5045493051169	26.8280343881453	15.0877822975366	83.819082321429	18.4608515342084	18.9299188037146	17.6524784350203	20.289608387862	21.8027920493657	56.2963668699324	21.35253319098366	22.63614175516183	20.11121159882025	13.794680981263946	14.780255213328415
RHOQ	9.75227465255846	6.036307737332708	8.694654205360097	7.1844927704082	9.276809816185132	3.803675273643595	5.989233754739042	6.620819579197066	7.26759734978857	4.605211981012836	36.530839917104544	43.839616310629864	36.61271855169836	17.115622698975592	22.724642390492377
FAS	36.571029947094274	18.779624071701736	31.32632765166509	14.3689855408164	7.328679754786257	21.93747599682814	15.524724337941963	58.51950208709663	21.80279204936567	23.49597949496344	18.26541995855228	26.6476099143044	43.83212784358249	33.46487423232549	88.86628447013686
LRRC49	0.0	5.365606877629069	6.393128092176538	0.0	34.50973251620865	5.661284128213731	8.826239217510174	7.902268530009406	7.26759734978857	1.6917105236373682	4.11615097657516	6.87680255853017	3.609704645942091	3.576398772920283	8.86815312799703
CLSTN2	4.87613732627923	3.353504298518164	3.068701484244742	0.0	45.178063804821576	10.172619917884038	10.55996477809249	6.193669928926289	7.26759734978857	0.0939839179798537	0.514518872071894	0.573066879877514	0.515672092277441	0.510914110417184	10.71568502966311
GTPBP2	24.38068663139612	20.121025791109	18.412208905468386	21.5534783112246	18.18254723972285	34.49845015630244	18.12531267881549	40.899579013427015	29.07038939915427	31.202660769311375	9.00408026125815	18.6246735960192	15.470162768323242	53.39052453859562	30.299523187323206
RIC8A	26.81875529453579	34.87644470458895	48.715636062385194	28.7379710816328	29.964095706277938	24.945033189941718	27.97602609121525	26.69685314192369	29.07038939915424	25.939561362439655	50.68010889908164	40.11468159142601	40.222423197640424	28.100276072945086	38.428663554653795
IRF7	9.75227465255847	6.707008597036333	2.9408389224012113	146.0846863316336	4.731173006254418	13.091719546494211	13.475775948162878	25.308616778543627	29.0703893991542	35.52592099638469	15.9500850342287	10.3152038377953	28.3619650752593	89.9208834334242	36.3963784628211
KRT17	0.0	0.0	0.127862561843531	0.0	0.185536196323703	0.0884575645033394	0.157611414598396	2.776472726760065	29.0703893991543	0.0	0.0	0.0	0.0	0.510914110417183	0.554259570499814
KIF2C	0.0	21.462427510516303	16.87785816334606	0.0	0.0927680981618513	1.7691512900667894	0.078805707299198	2.242535663921588	0.0	3.5713888832344374	0.0	0.859600319816271	0.0	0.255457055208592	0.184753190166605
HSPBAP1	4.87613732627924	5.36560687762907	3.196564046088265	14.3689855408164	5.009477300739968	5.130538741193686	5.989233754739038	8.649780417983274	14.53519469957714	9.868311387884631	5.40244815675489	7.16333599846893	9.28209766099394	10.47373926355225	11.2699446001629
NANOS1	2.43806866313962	8.0484103164436	7.03244090139419	2.3948309234694	1.66982576691332	1.23840590304675	1.33969702408637	1.38823636338003	7.26759734978857	0.0	1.02903774414379	0.0	2.062688369109761	0.255457055208592	1.478025521332838
MFSD11	4.87613732627924	14.755418913479941	9.33396701457775	23.948309234693998	18.64638773053214	17.77997046517122	8.747433510210973	16.2316867102896	7.26759734978857	15.977266056575129	27.526759655846348	50.716418869160016	40.73809528991786	18.9038220854358	19.214331777326937
IDH2	51.199441925931914	71.0942911285852	63.80341835992185	114.951884326531	78.66734724124993	62.27412541035102	142.95355304074505	39.19098041234397	167.154739045137	39.19129379759903	47.0784767945784	84.2408313419946	52.0828813200216	54.1568957042214	72.9775101158089
DMXL2	7.31420598941885	2.6828034388145343	2.685113798714142	7.1844927704082	31.633921473191243	14.507040578547647	9.299073461305364	19.008159437049656	14.5351946995771	16.917105236373665	2.058075488287575	2.292267519510061	0.0	4.08731288333747	4.803582944331724
MAPK3	24.3806866313962	32.193641265774446	38.230905991215664	16.7638164642858	66.14365398939994	72.977490715255	24.587380677349774	39.72491747518241	14.5351946995771	30.356805507492705	23.925127551343095	22.922675195100556	21.658227875652543	80.21351533549776	42.493233738319105
LRRC36	0.0	0.0	0.0	0.0	0.0927680981618513	0.0	0.236417121897594	0.533937062838473	0.0	0.0	0.0	0.0	0.0	0.255457055208592	19.583838157660153
FZD9	0.0	0.0	1.79007586580943	0.0	3.8034920246359	1.06149077404007	0.157611414598396	0.213574825135389	0.0	0.187967835959707	0.0	0.859600319816271	1.54701627683232	3.320941717711693	0.0
CAVIN4	0.0	0.670700859703634	0.0	0.0	0.0	0.0	0.0	0.106787412567695	0.0	0.0	0.257259436035947	0.573066879877514	1.031344184554882	0.0	0.36950638033321
PSD4	2.43806866313962	0.670700859703634	0.511450247374123	83.819082321429	3.1541153375029527	32.729298866235574	16.470392825532382	18.58100978677888	50.873181448519944	39.003325961639284	0.514518872071895	2.005734079571299	0.0	24.523877300024758	21.246616869159556
KYAT3	31.694892620815047	46.94906017925442	38.998081362276864	28.7379710816328	39.70474601327242	27.598760125041892	35.30495687004069	37.69595663639627	21.80279204936571	30.92070901537181	8.232301953150312	8.30946975822396	9.79776975327138	5.620055214589013	4.98833613449833
TRIM23	24.3806866313962	12.743316334369	11.8912182514484	47.896618469388	79.5950282228684	19.814494448748	16.2339757036348	21.5710573386743	14.5351946995771	18.2328800880916	13.3774906738693	17.1920063963254	10.8291139378263	7.40825460104916	19.7685913478267
TNS1	53.63751058907156	24.145230949330838	26.595412863454364	289.77454173979737	47.86833865151523	214.2442212270879	142.48071879695	216.1377230370138	65.40837614809709	81.0141372986339	14.663787854048973	119.77097789440046	74.2567812879516	0.510914110417184	261.24101089557934
FUT10	0.0	4.69490601792544	5.62595272111535	2.3948309234694	10.946635583098404	11.23411069192414	8.90504492480937	9.18371748082174	7.26759734978857	6.578874258589754	1.800816052251635	6.59026911859141	2.06268836910977	1.53274233125155	6.466361655831165
TUBA1C	92.64660919930542	580.156243643643	829.3165761171408	83.819082321429	22.91372024597731	197.6141991004607	333.820976119403	154.5213859854538	167.154739045137	114.84834777138157	17.236382214408476	11.461337597550278	9.282097660993943	27.844819017736455	7.020621226330985
TPCN1	36.5710299470942	37.5592481434035	22.887398569992	16.7638164642858	53.156120246740805	63.77790400690774	67.37887974081423	46.238949641811786	14.5351946995771	31.578596441230854	79.23590629907179	47.56455102983367	48.98884876635697	81.74625766674927	64.47886336814503
GINS3	0.0	3.35350429851817	4.0916019789929825	2.3948309234694	0.927680981618513	2.12298154808015	2.994616877369518	2.13574825135389	7.26759734978857	6.67285817656961	2.05807548828758	0.859600319816271	0.515672092277441	1.78819938646014	2.03228509183265
IL13RA2	29.2568239576754	3.353504298518164	3.5801517316188614	0.0	1.1132171779422149	0.353830258013358	0.157611414598396	0.213574825135389	0.0	0.0	0.514518872071895	0.0	0.515672092277441	0.0	0.0
UGGT2	46.3233045996527	21.4624275105163	25.444649806862593	11.974154617347	24.583546012890555	25.38732101245838	31.049448675883983	31.929436357740688	29.0703893991543	23.495979494963464	16.7218633423366	20.3438742356518	13.9231464914909	1.53274233125155	3.8798169934987
KLHL6	0.0	0.670700859703634	0.127862561843531	28.73797108163279	1.8553619632370282	12.384059030467519	2.442976926275138	20.7167580381328	0.0	38.2514546178004	4.373410412611105	1.14613375975503	2.57836046138721	2.043656441668733	4.6188297541651195
CEP162	0.0	2.68280343881453	0.511450247374123	4.7896618469388	3.8034920246359	4.68825091867699	8.19579355911659	5.76652027865551	14.5351946995771	6.20293858667034	4.887929284683	5.15760191889763	4.64104883049697	4.59822699375465	6.83586803616438
FBXL7	12.1903433156981	31.52294040607073	32.988540955630924	0.0	17.625938650751763	15.48007378808443	4.964759559849472	13.348426570961879	14.5351946995771	7.612697356368151	48.87929284683003	37.24934719203839	29.39330925981412	2.8100276072945043	9.976672268996655
RIT1	4.87613732627924	12.743316334369045	14.704194612006045	33.5276329285716	9.276809816185128	14.418583014044332	21.67156950727942	30.64798740692843	7.26759734978857	21.804268971326056	58.39789198016	52.722152948731306	59.302290611905704	20.18110736147878	37.87440398415396
SLC10A5	0.0	0.0	0.0	0.0	0.0	12.3840590304675	1.57611414598396	0.0	0.0	0.0	0.0	0.0	0.0	44.194070551086355	4.803582944331728
TEDDM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIPK1	60.95171657849042	14.084718053776335	19.562971962060253	16.7638164642858	4.63840490809257	22.82205164186154	20.174261068594678	15.697749647451088	43.60558409873137	20.488494119608145	20.5807548828758	28.3668105539369	25.7836046138721	34.997616563577	28.6367444758237
