table.gene	log*sign
GPT	2,862748464
ATG2A	2,862296883
UBE2J1	-2,859291262
ARL15	-2,858302986
TMF1	-2,857565015
CAMSAP2	-2,856964927
PPM1L	2,855748701
PCDH12	2,855195391
COL18A1	2,854545874
VPS13A	-2,85399314
MAPKAP1	2,853760225
RPN1	2,853375083
SEMA7A	2,853319644
APOC4	2,853207199
MRPS34	2,852688702
MFAP5	-2,852230411
PAPSS2	-2,852035685
IPMK	-2,851287728
NOVA2	2,85057381
OSBP	2,850325513
RNFT2	2,849744198
GCKR	2,849489717
WDR17	2,848619072
TIMM50	2,848195844
TCEAL1	-2,847714481
DNLZ	2,84749267
GATAD1	-2,847052661
PRPF4	2,846934379
FBXW4	-2,845981242
HINT3	-2,845149376
MYEF2	-2,845062405
CINP	2,844634065
NR1I3	2,844554328
GOLGA2	-2,843933691
NR3C1	-2,843271904
RFFL	2,84112709
CLDN14	2,839186607
GRPEL1	2,838715411
SLC45A3	2,837922953
SLITRK2	2,836903313
CD37	2,836817524
CLGN	2,83629037
MARCHF4	-2,835278919
CGGBP1	-2,83505686
PTPN22	2,833789461
PPIF	2,833556496
SYK	2,83302363
KLB	2,832938612
MKS1	2,832786205
ALAD	2,83203193
AGMAT	2,830430668
NAALAD2	2,830192522
BPHL	2,829830738
BNIP2	-2,829553727
CANT1	2,82941284
BCAR3	-2,828333551
FBRSL1	2,827905173
GPN3	2,827805645
ACAT1	2,825998165
GLS2	2,825596096
METTL17	2,825322676
MEA1	2,824403947
KDM5C	2,82409805
EIF3B	2,823994572
SPRY1	2,821941619
CCAR2	2,821904444
SPARCL1	2,820836472
GPHN	2,820803788
WDR59	2,820319487
MTSS1	2,817645583
SLC10A1	2,817617961
YIPF4	-2,81741637
DPYSL2	-2,817068729
MRPL32	2,816433172
RORC	2,814372663
NOTUM	2,811239135
NTRK3	2,811077808
ICAM1	2,809908624
RASAL2	-2,80973255
LAT2	2,809036279
SLC25A47	2,808536144
ATG16L2	-2,806850916
ZBTB48	2,805555137
CX3CL1	2,805447555
RARRES2	2,805372558
ATRX	-2,804958241
MRPL38	2,8048787
CLMN	2,803113495
TP53BP1	-2,802197553
PCLO	2,80059675
PCDH10	-2,800226861
CCN2	-2,800066711
RAB9B	-2,799643294
SLC10A3	-2,799541713
HINT2	2,79898383
SIGMAR1	2,797181346
MRPL36	2,796964176
ADCY1	2,796477546
STX3	-2,795596895
ABCA6	2,795442
CCDC51	2,792358143
KCNA1	2,792257174
HSPE1	2,791409957
CACNA1D	2,79137955
SYT15	-2,78961671
MED22	2,789532445
B3GAT1	2,789201816
MMRN1	2,788817603
TRPM4	-2,78854338
LOXL2	-2,788092112
NUP85	2,788059516
NLGN2	-2,787754318
GPRIN1	2,786055606
CCDC97	2,785133218
PTPRZ1	2,784493584
THBS3	-2,783947242
KCNB1	2,783355809
TMEM161A	2,782930009
FAM91A1	-2,782775762
PRAM1	2,780455831
RRS1	2,778764114
GAS7	2,778501058
NCAPH2	2,777825689
TSEN34	2,777475009
ZDHHC1	-2,777393303
LRRC14	2,777280145
ABCG5	2,776705831
SPOCK1	-2,775230878
ARMCX4	-2,774698393
TRIP13	2,773195134
CCDC127	-2,77256835
AGA	-2,771976554
LAIR1	2,771623178
OSBPL8	-2,771614721
FMO5	2,769953732
MFN1	-2,769707105
SMARCC1	2,769585976
GTF2A2	-2,76916887
PXMP4	2,767566397
COL1A2	-2,767193877
PLA2G3	2,766643025
JPH2	-2,76601516
DNM1	2,765608863
TMEM132C	2,76483902
CORO2B	2,764722541
GSK3A	2,764430288
FAM171A1	2,764151647
SALL2	2,763971197
FXR1	-2,762537917
STK33	2,762463624
GPC2	2,760533458
WDR55	2,75923215
IRF7	2,758570656
TOMM22	2,757786075
PPP1R13L	-2,757380202
FN3KRP	2,75695903
CDH15	2,756863962
FOPNL	-2,756276182
RFC5	2,75579809
ONECUT2	2,754769609
CDCA8	2,754521774
ALDH2	2,754126541
PODNL1	-2,753527826
DHCR24	2,752526937
SEZ6	2,751902829
CPN1	2,75030959
OIT3	2,749554072
CHTF8	2,747778637
RIPK3	-2,747425961
CDK15	-2,746765409
HOPX	2,745418246
GPM6A	2,745370475
PCNA	2,745216788
LRRC45	2,743581001
RBBP7	2,742488568
ZEB1	-2,739939919
MCF2L	2,73986294
CHL1	2,739417691
CALB2	2,737943014
CROCC	2,737370196
ST8SIA2	2,736223073
CYP3A7	2,735924886
SREBF1	2,735148904
KDM5B	-2,734756679
NDC1	2,734487919
RERG	2,73441899
RPS13	-2,733539693
MRPL55	2,731598461
OTC	2,731531485
PRR3	2,731473641
THEM6	2,731027958
TCEAL5	2,730907873
SAT2	2,729800266
RAB43	2,729243354
PEG10	2,728911011
ZNF322	-2,728736896
HACD1	-2,728118967
KDM1A	2,727748017
PTBP1	2,727009111
SEMA6C	2,726894822
DARS2	2,726218144
MATN2	2,726064655
CPSF2	-2,725318378
HMBS	2,725130214
KIFC2	-2,72485709
ALDH5A1	2,72399812
SERINC1	-2,723698646
MRPS26	2,720996238
PLEK	2,72087548
SHPK	2,720869251
LRRC4B	2,720013498
CCDC15	2,719876062
CAPN7	-2,71898011
PPFIA2	2,718801959
PKHD1	2,718649756
SSR2	2,718509102
TM4SF1	2,717972357
ANGPTL6	2,716685829
P3H2	2,715321973
AKR1C4	2,714782491
MTMR6	-2,714775099
AXIN2	2,714697258
ZFPM1	2,714496186
NFYC	2,714130353
SEC31A	-2,711561757
CRLF1	2,71126886
DEPDC1B	2,711098736
FSD1	2,709860582
ADCY8	2,709192418
FOXM1	2,709178266
TTLL5	2,70831802
EHMT2	2,707037394
AAMP	2,706314902
ATG7	2,706073336
NELL2	2,705141411
POLR2I	2,704170775
SLC47A1	2,703803317
COG7	2,703250307
SVIL	2,702848131
MTHFSD	2,700796113
RAD1	-2,700501074
RNF20	-2,700477751
ENTPD5	2,699983421
LRRCC1	2,69885681
GUCY1A2	2,698739024
DIS3L2	2,698043924
NRARP	2,6978524
VARS2	2,696770303
MAL2	2,696268996
FETUB	2,69593927
CYP1A2	2,694863784
MRTFB	-2,694376938
CD1D	2,693598498
NQO1	-2,692647684
DNAAF2	2,692047542
B3GAT3	2,691702364
CYB5A	2,691685589
LGR4	2,691131587
VGLL3	-2,689076627
LGALSL	-2,687040192
TMED5	2,687036203
INSR	2,685984144
TCF19	2,685899366
STPG2	2,684868312
SNAP91	2,683521021
GATA3	2,683468778
PTPN11	-2,681967165
NDE1	2,681153604
NAP1L2	2,68073471
THPO	2,680592691
MFSD9	2,679681185
CCPG1	-2,679403193
KLHL12	-2,679350846
ATP1B2	2,679188917
CTU2	2,677718976
GEMIN7	2,677714781
CHDH	2,67769559
COPS6	2,677321197
CPNE4	2,677277226
DLL4	2,67706196
CDCA2	2,676843349
IFI30	2,676841905
PLAG1	2,676125166
FRG1	-2,674611455
PLA2G12B	2,674532822
SLCO1B3	2,673614274
TANC2	-2,672720028
SCG5	2,672502378
CDK5R2	2,671412967
GPSM2	2,671363925
EIF4A3	2,671252844
GM2A	2,670920835
ATP10A	-2,67003289
AIFM1	2,668159236
INO80B	-2,667947951
HECTD3	2,667529469
PFKFB1	2,666437042
GNMT	2,665105028
EBP	2,66405516
LRRFIP1	-2,659285412
VWCE	2,659279826
PPARGC1A	2,658595332
SIAH3	2,657583145
MARCHF7	-2,657457177
DHTKD1	2,65607369
HNF1B	2,654647222
ERMP1	2,65462758
ASPDH	2,654236707
GAMT	2,6527024
RAB3C	2,652628278
TRIM7	-2,652372908
TRPS1	-2,652107151
PLOD2	-2,651873535
RCSD1	2,651757269
CCT7	2,651368117
CCND3	2,650987378
MRPL51	2,650197643
UPF1	2,650179661
RANBP1	2,649355072
ADGRV1	2,649210033
PRELID3B	-2,648696053
HIVEP3	2,648403997
TRIM21	2,646536242
MGMT	2,646170216
KCNK5	2,646116812
KDM4D	2,645942812
RAB33A	-2,644050758
PTPN2	-2,642959132
ATP7B	2,642702691
SDK1	2,641974806
FLRT2	-2,641516462
RBM42	2,641497161
IGF2BP3	2,641468385
TACC3	2,64028938
ARHGEF3	2,639436839
SPCS2	-2,639059169
REPS2	2,638235405
HAAO	2,637886006
ELMO3	2,63784517
CD48	2,636987345
CYP2A7	2,632642341
ACSM2A	2,63244249
ZC3H4	2,631789203
THOC6	2,631742207
CSF1R	2,629408945
PFDN5	-2,629312995
FXN	2,628139046
NSMF	2,627729963
ERC2	2,627416597
AOX1	2,626856201
TRAPPC13	-2,62508332
SOCS6	-2,624502941
GLIPR1	-2,622830609
SMDT1	2,622468004
SPP2	2,622189967
SCUBE1	2,621103537
YWHAE	2,621037051
PRODH2	2,621023969
HEY1	2,620899459
MRAP	2,620687582
PURA	-2,62041646
ZSWIM4	-2,619327761
NCKAP1	-2,618526017
AK2	2,617538709
SLC16A9	2,617207394
RPL8	2,615978626
TMEM217	-2,615535333
RPL23	-2,615422732
CDPF1	2,615038591
CUL4B	-2,613654516
CCDC169-SOHLH2	2,61363792
CCDC169	2,61363792
FLNB	-2,613553022
DNAAF5	2,613399281
GASK1A	2,612904476
MICU2	-2,612258533
ELP2	-2,612171642
FUBP3	2,61034223
NCOA7	-2,610296208
DCTN3	2,610052977
FIBIN	-2,609461879
CNOT9	2,608658446
EPHB1	2,608187619
TUBGCP4	2,608114924
POLH	-2,607404465
TMEM120A	2,605673471
B3GNT3	2,605438031
SAA2-SAA4	2,60537924
UBQLN4	2,604081784
LTC4S	2,603936123
MFNG	2,603204684
GAS1	-2,602822224
SAP30BP	2,601550259
ICE1	-2,601201282
CDK17	2,600834472
TNS1	-2,599931072
ADAL	-2,599501831
MPP4	2,599067908
ARHGAP12	-2,599034371
SLC10A5	2,598508006
PCP4	2,596755459
ABRACL	2,596212598
TNRC6A	-2,596088254
ACP2	2,595565147
RBM19	2,595544026
C12orf43	2,595256675
PON2	2,594360173
CPT2	2,594001531
ATP2B1	-2,593977959
SPTLC2	-2,59353311
CERS4	2,592275368
ACP6	2,59089707
PLXDC2	-2,590745298
PLCD3	-2,588683632
TCEA3	2,587265563
GET4	2,585019824
CYP27A1	2,582657006
STXBP5	-2,581254159
ATXN10	-2,579996777
FAM204A	-2,578991772
C1orf112	2,578690225
ZBTB7C	2,578090196
CHID1	2,577473268
SBK1	2,577360339
SCN5A	2,577349876
ANAPC2	2,576772775
CCDC39	2,576632129
MMP25	2,576022219
TMPRSS6	2,575659451
PHKA1	2,575287201
CDH4	2,574718357
CCDC137	2,574703769
SYTL2	-2,574442973
GLTPD2	2,573759929
FABP4	2,573668011
ARHGAP42	2,57297661
POLR2E	2,57210822
SAFB2	2,571520258
SULT1C2	2,571284758
TUFM	2,5712213
POLR2H	2,570998
KIF5B	-2,565894841
LANCL3	-2,565673233
GYS2	2,564893132
XDH	2,564557207
RHOT2	2,563466834
CCDC88C	2,563353267
CTSC	2,561858407
PCID2	-2,561363851
SLC35F3	2,561251788
BTK	2,560555254
IPO7	-2,55985787
GTF3C5	2,558237211
METTL8	-2,557030561
CNTROB	2,556776115
ROM1	2,556251662
ARHGEF39	2,555508406
IDI1	2,555458645
CAD	2,554716806
CCR1	2,554629721
TSFM	2,554620293
DPF1	2,554181641
FGF7	-2,554059023
SEC24A	-2,553863118
CBFA2T3	2,553746997
SELPLG	2,553236735
SMIM20	-2,553026251
TRIL	2,551445218
GATA5	2,551182923
SCN2A	2,551060087
ITGAM	2,550960155
TBC1D8	2,549820037
UAP1L1	-2,54933795
BLM	2,548385444
INHBB	-2,54828622
SYNDIG1	2,547196081
LSM8	-2,545031422
OIP5	2,544140056
VASH2	2,543624704
PCCA	2,543550746
SLC9A5	-2,543471607
PRSS23	-2,542893677
KLHL20	2,542676307
FLI1	2,542674769
NCF2	-2,542413504
CGAS	2,541552744
CASP9	2,5413261
AGO2	-2,541068404
CPSF6	2,538767093
BOD1L1	-2,538579779
NRM	2,538365378
RIC3	2,538162274
USP8	-2,537577192
PIMREG	2,534320383
ADRA2A	-2,532986196
TSPAN8	2,530424029
IL22RA1	2,530086534
DNAJB4	-2,529794327
JUN	2,529513964
TUSC1	2,529146152
RP9	2,5288206
CTSK	-2,527822719
KXD1	2,527806243
RNF6	-2,526966566
RPS15	2,525401947
CIT	2,525363269
SCN2B	-2,524306396
SLCO3A1	-2,52371094
LRRIQ1	2,523289852
HOOK1	2,522722669
GCHFR	2,522660533
FOXA3	2,522508022
PPCDC	2,52179684
MOB4	-2,519120994
TBCCD1	2,518886669
CCNE2	2,517902407
LURAP1L	-2,517119277
DNA2	2,516328441
LAYN	-2,515918846
DNAJC5	-2,515909422
MIPEP	2,515789087
TBX5	2,51464559
NUDT16L1	2,514099345
LEMD3	-2,513943885
PPP2R1B	2,512820614
BRAT1	2,512774174
CCNG2	-2,511294823
EREG	-2,510969522
UQCC2	2,510065586
LRRC3	2,509652819
CPEB2	-2,508437351
FEZ1	2,507765615
SELENOW	2,507299078
CTTN	-2,506911922
STX1A	2,5063652
ADGRL4	2,505861001
ADAMTSL2	2,505798323
RARS2	-2,505547088
DHX33	2,505081359
POC5	2,50380871
KIAA1324L	2,5030654
TRAPPC2L	2,501583999
DDX54	2,500670925
DKK3	-2,500198537
FAM107A	2,499973846
ZNF613	-2,498988845
PEBP1	2,498940933
RTN4RL1	2,498782257
SAAL1	2,498530999
SEC23B	2,49669128
CILP2	2,496520781
RTTN	2,496191096
TTC36	2,495463729
TPCN1	2,493208551
EPOR	2,493003828
SELENOH	2,491732632
KBTBD4	2,491007514
RAP1GAP	2,490913079
PLAUR	2,490605655
CFH	2,490325325
TAP2	2,489061803
TSPO	-2,488260511
PIGL	2,487494335
SPRY2	2,487175547
ANO10	-2,485063313
SFPQ	2,48372242
TNFRSF21	2,483434667
TTC7B	2,483432698
CCSER1	2,48338158
UFC1	-2,482557356
WNT5B	-2,482022266
GABARAPL2	-2,481929128
KPNA2	2,480707541
SREBF2	2,479565849
FCHO2	-2,479342827
UGT1A9	2,478112328
MIA2	2,477951436
LILRA5	2,476583439
POLM	-2,476532645
SBF2	-2,476514678
CEP128	2,474068053
RUNDC3B	2,473775787
LTBP1	-2,47317058
TREH	2,472848274
UROC1	2,472627434
PCDHGC4	2,472034197
ADAT1	2,470528107
ZFP82	-2,470228531
NT5DC2	2,469746073
LACC1	-2,46885847
MSH2	2,46860741
PSENEN	2,468315749
TMEM70	2,467217444
SLC35F2	2,466522033
FUOM	2,464826975
WDR48	-2,464243025
STX6	-2,464090253
CHMP5	-2,463549725
UCHL5	2,463475943
PHF20L1	-2,463323644
EMID1	2,463294615
GART	2,462992439
KITLG	-2,462594955
PARD6B	2,462002688
NSMCE4A	2,461594108
ARHGAP44	2,460535047
NAA38	2,460322966
SMG5	2,459805398
TM4SF4	2,459757674
NUDT16	2,459507501
PTTG1	2,459177036
TFCP2L1	2,458319227
ATP8B2	-2,457627782
FAM241A	2,457481018
LY86	2,456608053
PTX3	2,456015286
SH3PXD2A	-2,455862885
ID1	2,455471644
SLC2A9	2,455195394
TBPL1	-2,455035614
KCTD7	-2,454620824
ITSN1	2,453613691
PLA2G7	2,452357302
LATS2	-2,451738851
TIPIN	2,451565078
TMEM218	2,451390785
CDC14B	-2,451323769
RBM39	-2,451079515
INO80C	2,450997141
ARFGAP2	2,450927225
SLC12A8	-2,450628672
TRA2B	2,450242342
DTX4	2,44912261
MOK	-2,448924525
GLB1L2	2,448667257
NKAIN3	2,448652672
KIAA0513	-2,448017796
BSN	2,447765559
GORAB	-2,445835228
POLQ	2,445827741
HERC3	-2,445397696
MPV17	2,445025938
DLK1	2,44481616
NDNF	-2,444520954
JAK2	2,444460846
LRRC34	2,444206557
AHSA1	2,443726568
GNG7	2,442080271
SDC1	2,442008841
FAM126A	-2,439894481
EXOSC3	2,439639341
KIF17	2,439494163
PNPLA2	-2,438445876
SLC13A4	2,437818981
ETNPPL	2,437707715
AEBP1	-2,437609436
UBE2O	2,43758686
IRF6	2,436104419
KLHL21	-2,43554312
C3	2,435490302
PROZ	2,435185278
KNOP1	2,434218133
DUSP10	2,432972586
HEPH	2,431991839
PPIH	2,431772855
DVL3	-2,431533464
TMEM67	-2,430900622
PSMB5	2,429674837
FAM20C	2,429613105
PRPF19	2,429533086
PLAC8	2,429375245
POLD3	2,428853872
RANGAP1	2,427722252
PRSS53	2,427516932
RMI1	2,427356594
ARV1	-2,426281852
CLDN23	2,426187058
MRPS14	2,426086128
CXCL10	2,425831173
ADGRE5	-2,424666941
SPOCK3	2,42453512
CENPO	2,424526994
EEF1E1	2,424437817
GALNT17	2,424315421
PTCH2	-2,422817525
IGDCC4	2,422633483
PHOSPHO1	2,422445307
CTU1	2,421982394
VWA5A	2,421953935
KISS1	2,42152269
SOWAHB	2,420932846
PDCD2L	2,420720693
TOX	-2,420613939
ATG4C	2,419815402
RAB23	-2,419728693
RPS26	2,419344922
NUP188	2,418666574
DPP9	2,418488347
TST	2,417809752
KCNMB4	2,417768762
PSME2	2,417072297
TK2	-2,41693256
SEC14L4	2,416835512
TRIQK	-2,416641768
NINL	2,416357788
PDIA5	2,415212105
PPAT	2,413879485
COMMD4	2,413548856
PMP2	2,41307153
FADS2	2,413023418
CUL5	-2,41293711
IL1RAP	2,412626738
GABRA3	2,411196567
TUSC2	2,410609414
TRMT44	2,410433131
CIAPIN1	2,40831353
HNF1A	2,408294663
APOO	2,407687858
GRSF1	-2,40750031
SYCE2	2,405721992
RASAL3	2,403815063
AFMID	2,4022653
MBD3	2,401557175
MTARC1	2,401103032
SRGAP1	-2,400187758
PSME1	-2,400136051
CDK9	2,398117767
TMEM147	-2,397505517
CACNA1A	2,396879129
PIGR	2,394979171
HOOK2	2,393705965
HIRA	2,392922865
ZNF726	2,391726137
ABCC9	2,391133586
AHCYL2	2,390901
COPZ1	2,390568939
TC2N	2,389786099
AMN1	2,389776692
HDAC6	2,389503682
SMG7	2,389355386
PTGDS	2,389182498
TMEM199	2,388661221
POLE2	2,388340404
HTRA3	2,388083447
ERBIN	-2,387849547
FBL	2,386572976
APOA5	2,386308593
APOA4	2,386283814
FBLN5	-2,385393841
PRDM5	-2,384599454
MYO1G	2,384553547
NTPCR	2,383814413
KLHL35	-2,383805976
ZNRF3	2,381888463
CAVIN2	2,38137688
ADORA2B	2,38018592
GAS6	-2,380007441
RESF1	2,379692092
F8	2,378533839
HTRA1	-2,377975543
CLOCK	-2,377901823
NME6	2,377884264
SEC13	2,377530115
EIF4G2	-2,376396025
TSPAN15	2,376367567
ACSM3	2,376231959
CADM4	2,376123408
ERCC3	2,375520536
TERF2	2,375440887
SCUBE3	2,37483747
IL2RG	2,374705119
BLVRB	2,373935175
NPM1	-2,372709647
CAV1	-2,372614664
LAMB2	-2,372597852
FCGR2A	2,371924088
DDC	2,371612299
KCNA6	2,371333378
RGN	2,370153951
CLDN3	2,369958923
TMEM184A	2,369167759
MEIS3	-2,368287105
C1QL1	2,368223191
GPER1	2,367307786
UBE2E3	-2,367200127
GALNT4	2,366645861
MBL2	2,366251024
PDGFRB	-2,366041848
SNX27	2,365326248
CREB3L4	2,36485242
COL4A4	2,364693045
UGT2B7	2,36440719
ALDH3B1	-2,36406202
HBEGF	2,363984833
SHOC2	-2,363865903
LGI1	-2,363363677
RITA1	2,363296275
CEP126	-2,362734564
NEMP1	2,362017964
MOSPD3	2,361967364
RNF126	2,36175773
NF2	-2,361534707
LEPROT	-2,361109943
POR	2,360872435
C1GALT1C1	-2,358717387
XRCC2	2,358603902
PLXNA2	2,358314546
NUP160	2,358239195
LRRC59	2,357753628
NAALADL1	-2,35741327
EPDR1	2,35731575
PFDN1	2,356419639
AKR1C1	2,356186871
TMEM238	2,354552037
ENTPD2	2,353799253
INO80E	2,353691587
IFT27	2,352695727
FRMPD4	-2,351800293
AP4B1	2,35177898
MPST	2,350880457
CNTN2	2,350378656
CHCHD4	2,349945056
TSTA3	2,349725737
EIF2AK2	-2,349634641
NARS2	2,348563276
USP11	2,348075041
TEDC1	2,347781583
GAN	-2,347317482
EXOSC4	2,345521603
SET	2,345474555
MGAT2	2,344349875
EHHADH	2,344033829
SIRT2	2,343602635
TLL2	2,343286107
NDUFAF2	-2,342859382
EP400	2,342433338
WDSUB1	-2,342184418
STAB2	2,342150025
YBX1	2,341920328
UBE2V1	-2,341483872
KCTD11	-2,341458436
MEDAG	2,341219597
CCDC189	2,339498278
GLB1	2,339237903
BTRC	-2,338077436
ARL2BP	-2,337870983
COL16A1	-2,336653154
CYC1	2,336107227
KLHL24	-2,335312642
HDDC2	-2,33487079
TTC32	2,334653614
MAEA	2,333728343
ESS2	2,333472496
ARHGEF40	2,333431234
SLC34A2	2,333242018
KLHL3	2,332483629
LCTL	2,332416056
ANKRD9	2,332101842
MPDU1	2,331965894
POLR2D	2,331897468
NYAP1	2,33138434
TNPO3	2,33110885
EPHA1	2,330624482
MATN3	2,329885195
P2RY12	2,329112838
CLSPN	2,32791406
HK2	-2,327822188
UGT3A1	2,326550204
THNSL1	2,326516238
FAAH	2,325688456
IGSF9B	2,325518796
TBCK	-2,324988565
ADAP2	2,324712297
ELF4	-2,323932964
HSPH1	2,32359021
TMEM144	2,323366923
SVEP1	-2,323095408
SMPD4	2,31969877
HOXD3	2,319612943
CNOT11	2,319438174
RPL18A	2,318992317
SLU7	-2,318540511
KMO	2,318336997
SDE2	2,317574314
IL1A	2,316473996
DUSP16	2,315843748
CACNA1B	2,315786254
CDK5	2,315217647
KLHL32	2,314586217
TTC4	2,313279846
SGF29	2,313055973
NDUFA4L2	2,312802521
PDCD6	-2,312293184
SMIM24	2,310942471
HAPLN4	2,30964472
DYRK2	-2,309629396
ASTN1	2,308299976
KHDRBS1	2,307119811
HS6ST1	2,306785525
TMOD1	2,306706473
SOBP	2,305960346
OSGEPL1	2,3059108
AIMP1	-2,304653887
NRIP3	2,304346999
LRRC8C	2,303896749
MTG1	2,303758437
ETNK2	2,303247156
NCAPG	2,302105533
LIPA	2,301867942
MED16	2,301473913
IL7	2,300794576
SH3RF1	-2,300376273
ZMAT4	2,300122369
SLC6A12	2,300117998
DDO	2,30002164
TCF7L1	-2,298352892
TGIF2	2,29767424
P2RX1	2,297356053
ARAP2	2,29712825
ENO3	2,296981964
CDC6	2,29683325
ARHGAP30	2,296717125
MYL6	-2,296659194
SLCO4A1	2,296315129
DCAF15	2,295127129
SKA3	2,295090651
SH3RF2	-2,295090223
CEND1	2,294484823
MLC1	2,294435845
IRS1	2,294429184
PDE7A	2,294255374
TMEM171	2,293036437
ABCA3	-2,293032424
SARNP	-2,29205564
SCN1B	2,291018085
ARHGEF25	-2,289310514
HECTD2	-2,288233843
MND1	2,288133027
CHURC1	-2,287613688
RAB5C	2,287423559
FBXO5	2,286544015
SRPX	2,286089758
MFHAS1	2,285816387
GSE1	-2,285534848
TMEM159	-2,284089613
GPC3	2,283761362
CYP4F12	2,283551703
PF4	2,282877392
CDC42BPA	-2,282741348
IFI44	2,282259491
SDC4	-2,28165574
MRPL41	2,281122634
TAF5	2,281102045
SLC16A13	2,281004994
RPS9	2,280915174
TYMS	2,279455855
LRRC47	2,279101139
IRX3	2,278957958
ADRA1D	2,278607538
AIFM2	2,278477753
TRAPPC1	2,277799117
TLNRD1	2,277048482
RAB35	2,275294334
LSM14A	-2,27413853
IL17RC	2,273358178
CFB	2,2726715
SLC24A3	-2,272560199
NDUFB6	2,272403057
PDGFA	2,271760064
ST8SIA5	2,271568284
ABCB11	2,271211982
ARF3	2,267141375
KYNU	2,267030281
DNAJC9	2,266996921
TSR3	2,266780257
PSD	2,266373758
ADCYAP1R1	2,265818893
FKBP11	2,265475648
UGT2A3	2,265453179
AKT2	2,264063774
TRAM2	-2,26356256
NAMPT	2,263150087
WDR34	2,262522985
CCDC61	2,262352083
ARL4C	2,261887073
CAMK1G	2,260799745
GNAL	2,260317703
SS18L2	2,260271258
CLDN15	2,26024455
XRCC1	2,259227124
IMP3	2,25893235
CEP120	2,257958115
TSNAX	-2,257472878
AARS2	2,257258001
CYFIP2	2,256740094
ASXL1	2,256600642
ADGRE1	2,255290446
BUD23	2,255047844
CAND1	-2,254544989
GLOD4	2,254298235
PDE9A	2,253714589
BMP4	2,253666097
SLC16A10	2,252433807
MARVELD1	-2,252212126
RPS24	-2,252104172
PKMYT1	2,251992202
ULK3	2,250560557
MTOR	2,250539118
UBAP2	2,249604557
LAG3	2,24948537
SRP72	-2,24850446
PCLAF	2,248373075
CTF1	-2,248265449
IVNS1ABP	-2,247939394
CCDC125	2,247419779
ZNF384	2,24722541
GNG10	-2,24689168
RTCB	2,246714449
CLIC4	-2,246594158
FAM136A	2,244609019
NUDCD2	2,244341953
RAB11FIP4	2,243648566
PDE6D	2,243641119
SLC66A3	-2,243095678
PPT2	-2,242647141
GBP2	-2,242599342
CLDN5	2,242566064
IFFO1	-2,241898781
RGS12	2,24176589
GXYLT1	2,241607542
POGZ	2,239799873
RBM22	2,238533546
SLC2A6	2,238516136
WDR76	2,238462833
SLC25A5	2,238288885
RHOBTB2	2,238036176
ARHGAP27	2,237149636
ZC3H7B	-2,236372147
MAP1B	-2,235857626
TENT2	-2,233788253
BEND6	-2,23237267
UQCC1	2,231963718
SLC7A7	2,23139467
POU3F2	2,230884017
PTEN	-2,230682469
PPP1R10	2,230608653
TMEM209	2,228543269
RNGTT	2,228088837
MSRB1	2,226528555
MAP7D3	-2,226381289
VPS72	2,225858641
WDR78	-2,225800273
SUMF1	-2,225641244
USP4	2,225306664
EIF3A	-2,224513319
CDC42EP4	2,224296264
FAM122A	2,223484756
ACSL1	2,223293566
DNMT1	2,221442536
COQ8A	2,22110176
FES	2,220547666
ATP6V1E1	-2,220349729
SMARCD2	2,22007133
METTL6	-2,220006312
SRSF11	-2,218936066
MRPL57	2,218365826
APLNR	2,218310198
CLUAP1	-2,217995566
SEMA4G	2,216704467
UGT2B10	2,215041334
TRIT1	-2,214736403
ENTPD3	2,214218251
STAM2	-2,214068745
NIF3L1	2,214022834
INCENP	2,213910806
VAX2	2,213664854
IDH1	2,213559415
SPATA33	2,213211598
FMO2	2,212525965
IL31RA	2,212365072
PMEPA1	2,212297395
JAGN1	2,212196145
DCAF17	-2,212149829
RFWD3	2,212149747
HNRNPUL2	2,211822077
SRPK1	2,210876041
KIFC3	2,210727041
BAG5	-2,210595439
SLC1A5	-2,21050987
TOE1	2,21010376
ATP8A1	2,209961226
SAP30L	2,209550674
PSEN1	-2,207870039
KPTN	2,207855537
ACADSB	2,207571541
PRRG2	2,20710147
DVL2	2,206805289
PHF1	-2,205897111
PBLD	2,205853168
NR1I2	2,205799573
CLMP	-2,205524279
TLE5	-2,205416213
ALX4	-2,20539438
E2F2	2,204794134
CD44	-2,203417066
CIAO1	2,200058249
SNTB1	2,199212079
CFAP97	-2,19853566
SLC12A7	2,196814484
CYTL1	-2,196775967
LRRC40	2,195979959
MOCOS	-2,195279688
MPP7	2,195217851
ROCK1	-2,195089237
IDH2	2,194815704
PDIA3	2,19449925
ANKS4B	2,193659852
TRAPPC12	2,193560772
ESPL1	2,193034454
MCRIP1	2,192099718
CPSF7	2,19144504
CNPY3	2,191303685
PDE1B	2,190733466
MYL12B	-2,190715136
MRPL23	2,189605355
VSIR	-2,187515172
GATA6	2,18737764
NOP56	2,187143482
CDH19	2,186342145
GTF2F2	-2,186220088
TUBD1	2,185118648
CUEDC1	-2,184852636
PATZ1	2,184771728
SLC27A4	2,184248614
TMEM41B	2,183831547
ZGPAT	2,183690665
SZRD1	2,182120529
RFX4	2,181591207
PITPNA	2,181160231
CSTF2	2,180858642
IQGAP3	2,180389797
NRN1	2,179809348
CDC27	-2,179801471
SF3B4	2,179714856
FAM107B	-2,179347507
PDCD6IP	-2,17928896
TSPAN6	2,179125107
MOBP	2,178596997
CD302	2,177376271
HOMER3	-2,177207837
PLXND1	-2,177088295
NOL4L	2,176997023
