table.gene	log*sign
MTMR12	-1,223813711
CISD1	-1,223794198
ADCY2	1,223485715
ING1	1,223418541
CADM1	1,222967402
SEC16A	1,222888299
SLC46A3	1,222540207
TNNT3	1,222052777
TMEM242	-1,221974035
HSPA1B	1,220574196
ITGAE	-1,219029646
F13A1	1,218481322
ALKBH2	1,218387222
ATP6AP1	1,218317909
YIPF3	1,218136149
WLS	1,218061366
WDR43	-1,217806075
SLC29A2	1,217534536
RAD50	-1,217347971
NDUFA2	1,217330325
DLGAP3	1,216660116
RASL11B	-1,216471711
RTN2	-1,216084873
TMEM106C	1,216048064
RPL12	-1,215904983
NDUFAF3	1,21562187
CRTC1	1,214584533
FXR2	1,214356083
ROBO3	1,214180998
ZNF213	1,21387386
PACSIN2	1,213333596
AHNAK2	1,213209066
NCEH1	-1,213123116
PRND	1,213045139
ANKHD1-EIF4EBP3	1,212900341
ANKHD1	1,212900341
MPHOSPH6	-1,212537732
EGR3	1,212503559
NUP155	1,210786512
PCSK7	1,210392753
SSPN	-1,210330688
RIOX1	1,210127876
PAQR3	1,210116805
CHD1L	1,210048185
FBXL15	1,209916941
GNPAT	-1,209808381
EIF4B	-1,209540868
ABLIM3	1,209467188
BTBD1	-1,209290036
GAS8	1,208985454
CCNL1	-1,208694118
REXO1	1,208598719
TAPBP	1,208371625
FOXQ1	1,2077508
PID1	1,207563432
ZMYM3	1,207386287
PRPF39	-1,207321296
DMAP1	1,207127988
CCDC106	-1,206877448
SPTA1	1,206570647
HSD17B8	1,206323909
SYN2	1,205704942
STAMBP	-1,205495717
ADAP1	1,205439851
FBXL19	1,20527796
UBE2A	-1,205277231
GPAT3	1,204652953
CLPP	1,204634799
FAM214B	-1,204584786
HHEX	1,204321092
CCDC92	-1,203580845
UBP1	1,202269177
ALG9	1,201247814
BICC1	-1,200899156
TRO	1,200890522
TMEM106B	-1,20082794
BRCA2	1,200100812
RAB40C	1,199227787
P4HB	1,198159543
DENND6B	-1,19811247
WNT16	1,197154624
TBC1D12	-1,196770657
TIA1	1,196662303
MST1	-1,196619016
ASB13	1,196093747
EHD2	-1,196015477
POLA1	1,195804825
TTC9B	1,195535294
B4GALT5	1,195371106
SLC19A2	1,195142902
ZNF791	-1,195122714
NKAPD1	-1,195029261
RCE1	1,194404428
PRKCD	-1,193746201
SACM1L	-1,193711218
CTC1	1,192749944
CALN1	1,192607062
MZT2A	1,192236114
AASS	1,192194277
DTX3L	1,192191102
GGCT	1,191853501
CRELD2	1,191631255
RPL4	-1,191532411
CYSLTR1	1,191508583
PARPBP	1,191018548
CWC27	-1,190970648
VIRMA	-1,190480912
PDS5B	-1,190022017
PARP2	1,189698326
TRAF2	1,189571182
TOM1	-1,189178702
RPA2	1,188763181
POLR3F	-1,18851229
LAMC1	-1,188488109
APOLD1	1,187216018
REX1BD	1,187196317
DENND5B	1,187188408
UBA2	-1,186241138
FDXACB1	1,186032891
ARFIP1	-1,185749069
BMX	1,185675931
MAD1L1	1,18509761
ACADM	1,184861809
HNRNPM	1,184822913
NXPH4	-1,184392776
TMEM41A	1,184108752
TTC30A	-1,184058715
CNEP1R1	-1,183705463
MAL	1,183679441
BTBD7	1,183626368
CBL	1,18326213
NUFIP2	-1,179786242
OSGEP	1,179614415
SV2B	1,179249235
ATP9A	-1,178938135
MARK2	1,178934476
SMAD7	-1,17888817
RNF31	1,178467122
APCDD1	1,178399451
RAVER1	1,178197646
FAM118B	1,17776946
SSBP2	-1,177697556
TFB1M	1,177122301
IP6K1	1,176391084
LPIN1	1,176365506
TLCD3A	-1,176268262
CCDC141	1,17558247
AMDHD2	1,175194525
LGMN	1,174013494
CRLS1	1,173985396
FAM117B	1,173556534
PTPN21	-1,172840056
ABHD12	1,172546863
EDEM1	1,171948323
C20orf194	-1,170771096
STING1	-1,170426591
NEPRO	-1,170381438
SULT4A1	1,169666697
ATP6V1H	-1,169544077
ZBTB1	-1,169250383
CCDC89	1,168433695
TNFSF12	-1,168367571
PBK	1,168346429
SHKBP1	1,167431758
PRIMPOL	1,167307612
DBN1	1,166963612
SLC17A5	-1,166314447
IRGQ	1,166258299
CREBZF	-1,166006175
SLC9A9	1,165383899
SEMA4A	1,165046921
DISP3	1,164678756
TBC1D2B	-1,164562463
MTX3	-1,164475013
SLC27A6	-1,164430093
CC2D1B	1,163994105
ARHGAP10	-1,163689319
CD151	-1,163231969
FRAS1	1,163172205
ZCCHC2	1,162762928
NAPA	1,162170863
CCDC157	1,162026339
METAP1D	-1,161598517
DERL2	1,161538781
LIG4	-1,161228918
ANKRD17	1,160070141
TBC1D19	-1,159699981
ZCCHC3	1,159145596
TMTC2	1,157907009
CCDC112	-1,157789845
FHDC1	1,15772277
PDCD4	-1,157635317
BCLAF1	-1,157548076
RCOR1	1,157273273
HSPG2	-1,156908425
TOP1MT	1,156706525
KDM2A	-1,156531161
ZC3HAV1	-1,156375524
PTPRG	-1,156341811
CLCN6	1,156111838
RALA	-1,155708656
ST3GAL2	1,15561136
FCF1	-1,155588361
RAB5B	1,155352599
DARS1	-1,155048543
SEC14L2	1,155037531
HOOK3	-1,154707577
FADD	1,154537837
LETM1	1,154423734
CAPN5	1,154422736
GPR88	1,154212382
RASL11A	-1,154056183
BOD1	1,154039793
VPS33B	1,153998151
RNF166	1,153989954
MYO1B	-1,153785199
IFT57	-1,153673005
DDB1	-1,153326615
RNF214	1,152992163
TMEM219	-1,15292826
PPIL1	1,152727628
MAN2A1	1,152573697
UFD1	1,152301159
PIM2	1,151554507
ITGA7	-1,151398889
JRK	1,151222293
CHMP4B	1,15112955
FUCA1	1,150839921
CCDC88B	1,150287601
TMEM164	1,149409147
PPTC7	-1,149314952
ZC3HAV1L	-1,148558938
CRYM	1,148515637
ST3GAL6	1,147989615
ANAPC4	-1,147963879
NMD3	-1,147523959
CTNNA2	1,147229468
MARF1	1,147089601
PIGF	1,146665074
NPHP1	-1,146472581
S100A3	-1,146312451
BRD3	1,146088175
NAPRT	1,145947599
WARS1	-1,145306281
OSR1	1,14452128
RPP38	-1,144463019
SPTLC3	1,143943546
RGS9	1,14378556
HNRNPUL1	1,143653901
TCF12	-1,143251402
RBM26	-1,142934857
ARNTL2	1,142611695
ROR2	1,141795338
SEC14L1	1,141791191
CMTM3	1,141610651
NCOR1	-1,141141293
POLDIP2	1,141036645
NACA	-1,140568218
RHOJ	-1,140306219
AHCTF1	1,140218984
RPL7	-1,13976553
ZBTB49	1,1397576
NDN	1,139753546
NRSN2	1,139425503
TIPARP	-1,138283816
CSRP1	-1,138072277
DNAAF3	1,137783903
ATP6V1E2	1,137287466
AFF4	-1,137197501
SNX17	-1,136940561
SLF2	1,136445492
CCDC43	-1,136360718
GORASP2	-1,136139547
GIT1	1,136035859
TMEM39A	1,135722564
EPHA2	1,1350833
RABGGTA	1,134865388
PPP4R3A	1,133931538
PUM1	1,133868083
ORC2	1,133001703
PDGFC	1,132784521
CRADD	1,132571043
RABL6	1,131968578
C11orf49	1,131949421
NFATC2IP	1,131600755
ZSWIM8	1,131586976
RASGEF1A	1,131531107
PPP1R1C	1,131219235
TRPC1	-1,131209509
G3BP2	-1,131025003
CPEB3	1,130887167
KMT2C	1,130156756
LRP12	-1,130050408
RFX2	-1,128656491
SMTNL2	1,128095905
ATP6V1D	-1,128007803
WTIP	-1,128002052
SOAT1	1,12789771
ADD1	1,127460718
PRPF18	-1,127436557
DENND1B	-1,127322883
RGS7BP	1,126387258
SLC25A35	1,126342167
GNB5	1,126314041
TSC22D3	1,126064006
BCL2L1	1,125841439
CEP250	1,125662842
APPBP2	-1,123823963
KYAT1	1,123741105
KBTBD8	1,123544502
SIRT6	1,123535849
ERP29	1,123022176
ZFP90	-1,122385447
TRAPPC11	-1,12237098
GPX8	-1,12135243
GDPD2	1,121300073
GPR162	1,12093917
IL11	1,120598338
EIF4ENIF1	1,120524847
TRNAU1AP	1,119988517
PRKN	1,119815245
JUND	-1,11976135
SLC22A4	-1,119452569
TRAF3	-1,119202329
PMF1	1,119186153
PMF1-BGLAP	1,119186153
SMG9	1,119085341
VCAN	-1,119031693
TIAL1	-1,118907578
CHD9	-1,118006836
DHRS7B	1,117677519
AKAP10	-1,117314939
PIK3CB	1,1166347
GK5	-1,116169401
FCHSD1	-1,116061888
RIC8A	1,11604773
TMEM126A	-1,115776851
CAGE1	1,115630214
ANKIB1	-1,1155716
VDR	-1,115065271
API5	1,114734552
VEPH1	-1,114582399
DEAF1	1,114494619
ANXA3	1,114482064
ATP6V1B2	-1,114281442
POMT2	1,114172075
MAPK15	-1,113832746
NECAP1	1,113653611
SUFU	1,113622939
VAPB	1,113487931
SNIP1	1,113330451
UGGT2	-1,113225992
CREB1	1,112942417
NADK2	1,112901153
CCT3	1,112848027
TRIM47	1,112748438
SLC41A3	1,111873517
RARS1	-1,111647883
SEPTIN7	-1,11142898
DPY30	1,110547721
PCGF5	-1,11021003
CLIP2	1,110203732
CLK1	-1,109444524
RBM17	-1,109261712
USP25	-1,108361557
CAPN10	1,108343407
MRPL54	1,107899483
TAF2	1,107662061
TMX4	1,107002062
ADGRL1	1,106915926
TMEFF1	1,106432331
DEF6	1,106163254
TGM2	1,106020223
MRPL16	1,105881824
RBP7	-1,105518813
HENMT1	1,105451858
MSX2	1,105150231
RNF122	1,10503177
LOX	-1,104996791
NOSTRIN	1,104782212
TIMM21	1,104499637
GDF11	1,103996448
CLTB	-1,103735448
CAMK2A	1,103584327
CFAP126	1,103480499
ATG4D	1,103147423
LY9	1,102798748
PCDHGA9	1,102650537
DBR1	1,102471974
NTS	1,101759519
HCN3	-1,10156143
PTGIS	1,101165699
SNRPB2	-1,101138639
PPP4R4	1,100272683
TTLL7	-1,09994192
SKIL	-1,098973377
SNX33	-1,098616863
TMA7	-1,098350799
GEMIN5	1,098217305
ASIC2	1,097982709
CACNB3	-1,097803331
QRICH1	1,097772095
ATP1B1	1,097541631
PTGDR	1,097059469
CYBA	1,096922142
SHLD2	-1,096880489
PEX11B	1,094658871
HSP90B1	1,094615061
PRKAA2	1,0941066
PRMT2	-1,093830423
MED19	1,093639152
SPICE1	1,093635543
IL1RL2	1,093163914
ZNF827	-1,09298973
SLC39A3	1,092661263
XK	1,09263656
DCBLD2	1,092612889
DIS3L	-1,092316461
RUSC2	-1,092245852
SHQ1	-1,09176247
DPM3	1,09150418
NSD2	1,091141693
PPP3CA	1,09105595
TOR1A	-1,090588196
CCDC115	1,090561141
TNFSF12-TNFSF13	-1,090306956
PDE12	1,090301498
ECHDC2	1,090237123
SPHK2	1,089040736
FLNA	-1,088835774
KCP	1,088439449
PPP1R3D	-1,088398973
NHLRC1	1,088352981
WDR37	-1,088330596
NME7	-1,088177574
ACSL4	-1,087804836
MTMR10	-1,087792051
CHMP2A	1,087472237
CYP7A1	1,087392991
ADAMTS3	1,087017446
FBXL3	-1,08644016
CARNS1	1,08639311
RYK	-1,086308734
HS3ST3B1	1,086232797
ASAP1	-1,086232414
PIK3R3	1,084835692
STRADA	1,083438795
CSRNP2	1,083081934
TAOK2	1,082720847
CEMIP	1,082485877
LSM10	1,082443598
CLTA	1,082357958
VPS50	-1,081114484
AP1M1	1,080961337
THAP12	1,080218558
YARS2	1,079970682
FBXO21	1,079007279
TMEM52	1,078856984
RAB3GAP2	-1,078639638
TACC2	1,077670295
RUFY3	-1,077482488
GTF3C1	1,077365734
METTL15	-1,077329987
PCYOX1	1,077024119
SCO1	1,076608536
OGA	1,076521988
HTATSF1	-1,075466542
GDE1	-1,075310545
UST	-1,07520813
TM9SF1	1,075103805
MAPK1	-1,075064141
SDHAF4	1,07488681
IGFBPL1	1,074811108
MICAL2	-1,074742082
PRR11	1,074262338
ELF2	-1,073727439
POMGNT1	1,073476932
STPG1	1,073476694
CCN1	-1,071568412
COX19	-1,071560574
DENND10	-1,070567301
CRYZL1	-1,070119995
HSPA4L	-1,070044574
PRR14L	1,069904932
GPBP1L1	-1,069593685
GALK2	1,069186736
COPG2	-1,06872592
ZFPL1	1,068668967
CD68	1,068511592
DIAPH3	1,066470338
CYTH1	1,066209955
RPS6KA2	-1,065840468
UMPS	1,065360183
ACSS1	1,065094336
WDR81	1,064049325
MTCH2	1,063549254
CFDP1	-1,063211878
PITRM1	1,062919417
SH2B2	1,06276632
COQ7	1,062718459
ARC	1,062692331
ID4	1,06255361
DDX3Y	-1,062425763
LRATD2	1,062366672
SLC16A1	-1,061999742
USP13	1,061972567
MINDY4	1,061841153
MAPK1IP1L	1,061530528
CS	1,06098198
RELB	-1,060778433
RNF138	1,060137422
SESN2	-1,059447192
ORMDL2	1,058690187
FST	-1,058342957
TWIST1	-1,058012006
PHF13	-1,057809712
LRCH2	1,05696368
IL18BP	1,056948729
CLEC16A	1,056941269
CAMTA1	1,056899657
NAT8	1,056649262
IRF3	1,056495429
SUSD1	1,055364019
GPD1L	1,054997139
RFXANK	1,054487946
DRC3	1,053953456
RTCA	-1,053824199
ATRN	1,053384788
USP16	-1,052916118
TMEM128	-1,052431534
FANK1	-1,052406138
CEP55	1,051770313
GDPD1	1,051719928
JAM3	-1,05086568
C19orf57	1,050530113
OPHN1	-1,050326807
NIFK	-1,050304371
TUBB2A	1,050219003
MMP13	1,048969268
AP1AR	1,048304469
ALAS1	1,048273057
COG5	-1,047830056
SP1	-1,047779915
EGLN1	-1,047489822
PRPSAP2	1,047281162
SOX3	1,047121101
FLOT2	1,046983162
MDH1B	1,04575211
GPALPP1	-1,04509791
P2RY6	-1,044549618
MGP	1,044400509
WDFY3	1,044074421
BIVM	-1,043999229
AIP	1,043670644
NRIP1	1,043527694
SLFN13	1,043343267
POMGNT2	1,043144566
TNFAIP2	1,043144147
RRM1	1,042794662
UBXN11	1,042469045
ERC1	-1,042299228
MEF2A	-1,042193891
NCSTN	1,041999579
C9orf40	1,041793133
FUT10	-1,04172246
BARD1	1,04156685
FANCI	1,041489562
MPP2	1,040244731
TNFRSF14	-1,040195816
DDRGK1	1,039660411
IL17RA	1,039505243
FZD1	1,039328284
RRAGA	1,03931396
CEPT1	-1,039112817
MOV10	1,038578432
ROPN1L	1,038233859
RHBDD2	-1,036291722
RXRA	1,0357523
BTBD6	-1,034662156
ZNHIT6	-1,034433292
RPUSD4	1,033798278
WIZ	1,033421046
ZNF169	1,033294724
B4GALNT1	1,03319803
SCRN3	-1,032756064
ANXA7	-1,032644241
KANSL1L	1,032107677
SNRNP35	1,032083944
DDI2	1,031816073
CDNF	1,030405831
ADAMTS2	-1,030304326
PACSIN1	1,030283382
USF3	1,029800841
ENPP4	1,029619404
GOLPH3	1,029359676
MID2	-1,02931845
DLGAP4	-1,029247234
LPL	1,02893465
CCDC32	1,028298852
IMPAD1	1,028157395
OVCA2	1,027950264
ABI1	-1,027118226
ASF1A	1,027087989
SEL1L3	1,026531258
ASNS	-1,026477345
TOPBP1	-1,026476722
ZSCAN12	-1,026219332
HLA-G	-1,025970318
MAP3K14	1,025598497
RGS20	1,025242513
FAR2	1,02498545
ZNF208	1,024463163
LRRC15	-1,024280541
FAU	1,024076397
UBXN2A	-1,023830472
RNF167	1,023683756
P4HTM	-1,023062401
CADPS2	1,022878524
ENOX1	-1,022745122
NXN	-1,022667973
MARCHF6	-1,022369418
WAPL	1,022266622
USP33	-1,022073036
DYNLRB1	1,022016128
SIX4	-1,021939695
SNX24	-1,021869847
GADD45A	-1,021313029
NUP35	1,02126469
ELF1	-1,021066861
UNC13B	1,020768963
UQCRB	-1,020393022
USO1	-1,020345081
TANK	-1,019944356
COMMD8	-1,01947862
PIK3R4	1,018797269
SYNM	1,017600364
MED23	-1,017070803
SCYL3	1,017016121
EIF3H	-1,016930129
SUCNR1	1,01632905
FBXO30	-1,01618558
ZDHHC16	1,016108695
MRPS2	1,015751663
CCND1	1,015729131
LACTB	-1,015109959
UBALD1	1,014863075
LEFTY1	1,014819206
ETF1	-1,014720604
SOCS4	-1,014561418
PYM1	1,014432555
SCARA5	1,014262736
SHMT2	1,014229496
PCDHB7	-1,013368448
PSD3	1,01301348
BET1	1,012944848
NAPEPLD	1,012943399
ZFP2	-1,012112108
TDRD7	-1,01186901
PSMB6	1,011844329
TRIM14	1,011732461
RHOC	1,011398275
ISLR2	1,011397605
AFAP1L1	-1,011129347
B3GNT8	-1,010859076
SMC1A	1,007995321
MTFMT	1,007607042
PPP1R16A	1,006766631
GGA3	1,006036208
NUDT4	1,005992697
RPP21	1,005890526
EIF5B	-1,005590557
GAL3ST1	1,005345784
NKIRAS2	1,005069649
EVC2	-1,004676973
GALNT2	-1,004348305
SORBS2	1,004230213
TLR3	-1,004104305
ZNHIT1	1,004032064
VTA1	-1,004022198
KPNA6	-1,003778225
RNF170	-1,003224714
SMARCE1	-1,002503646
RPUSD1	1,002081438
RTN1	-1,002018881
LRRC10B	1,001295384
TXLNG	1,000411532
SRSF10	1,000233537
PTAR1	-0,999954573
GDPD5	0,999587756
DCAF6	-0,998962929
NUP98	0,998547534
DMXL2	0,998537215
LIN52	0,998239818
ZFYVE19	0,998218601
CIC	0,996931463
SLC35B1	0,996909974
ATP9B	0,996843206
ALG8	0,996146037
TMEM229B	-0,996130059
RPP40	0,995726628
STAT5A	-0,99559255
CDH10	-0,995236264
FDX1	0,994860067
PTPN3	0,994650861
DDX55	0,994476257
PPHLN1	-0,994346928
NKAIN1	0,994056737
MAP1LC3B	-0,994005703
VAMP3	-0,993964507
PSAT1	-0,993674248
CYHR1	-0,993545201
ERFE	0,993337138
TMEM179	0,993127531
CEP83	0,991455485
TOMM40	0,990474143
WDR5B	-0,989950524
NDUFA3	0,989890431
ATAD1	-0,989052161
INTS4	0,988731987
METTL9	-0,988643776
TRIM39	-0,988366244
DNM1L	-0,98762809
ZDHHC6	0,987600513
COX7B	-0,98745136
ARHGAP33	0,987401707
PPP1R3F	-0,987191977
COL23A1	0,986783376
GSTO1	0,985870031
IRF9	0,985500263
GATAD2B	0,98447152
STAP2	0,983997185
COPS7B	0,983156811
NECAB3	0,982981886
ALKBH6	0,982865306
MLYCD	0,982698014
RFESD	0,981968438
FDX2	0,98183824
MED6	-0,980650061
CCDC136	-0,98023564
IGF2BP2	0,979943321
RCN1	-0,979518293
DMGDH	0,979104333
TCEAL8	-0,979074126
GALNT12	-0,978219493
CLCC1	-0,978133175
SHC4	0,977590381
EML3	0,977193957
WDR20	0,977139891
CCNYL1	0,976826797
USP38	-0,976784006
STK16	0,976638873
TRPM3	-0,975809331
PHLDA3	-0,974813119
SFI1	0,974642281
GIGYF2	-0,974289814
FSTL3	-0,974002919
CPA4	0,973829417
MAP1S	0,973817231
MED13L	0,973775239
AGAP1	-0,973096404
SH3GLB2	-0,972969881
ZFHX2	-0,972425691
FAM89A	0,972109073
RIN3	0,971534408
ITGA3	-0,971353218
TTC28	0,970914063
PLPP6	0,970797118
PICALM	-0,970445608
UTP20	-0,970444312
PPP6R3	-0,970440472
SLC46A1	0,970313641
SMIM7	0,97004967
TUB	-0,969947865
MMS22L	0,968957146
TMCC2	0,96833636
ACER3	0,968148784
KCNJ10	0,968072015
VMP1	0,968006501
AAMDC	0,967677494
FAM53C	-0,967054387
ALKBH1	0,966164903
TMCO4	0,966098326
DNPEP	0,965202653
TIMP1	0,965122535
LPIN2	0,964993308
GNB2	0,964595909
CRLF3	0,963394873
POLR3H	0,963379454
NT5M	0,963125681
TXNRD3	-0,962217251
KLHL5	-0,961405151
PSME4	-0,961373348
RAB8A	0,961256611
TNKS1BP1	-0,961083784
ACTN4	0,961045366
MSH3	-0,960553783
FREM1	0,960389402
IGSF11	0,959940225
MARCHF5	-0,959552884
MRPL47	-0,959207217
FZD4	0,959052305
PCED1A	0,959033219
CERS2	0,957731673
FAM49B	0,957665095
WNT9A	-0,956876946
COX4I1	0,95652149
DYNC1LI1	-0,956311897
FKBP1B	0,956188686
COX16	0,956057281
GFRA3	0,955847621
MTRF1	-0,955638353
MZT1	0,955487934
UQCRQ	0,955359953
GAS2L3	0,954704748
TBC1D13	0,954154682
ZC3H11A	-0,953774144
MLST8	0,953770502
MED30	0,953680452
ZDHHC12	0,953638533
LIX1	0,95301427
BCAN	0,952986811
RBFA	0,952393036
BCKDHB	0,952156049
SSC4D	-0,952022222
TMEM184B	-0,951252811
SLC23A2	0,951043294
ANAPC16	0,950758099
ARPIN	0,950632966
DNTTIP1	0,950193904
PLEKHF2	-0,949967216
MESD	0,949917815
IFIT2	-0,949874988
LSG1	0,949707291
LGALS3	-0,949660515
KLHL30	-0,949295204
SETX	-0,948997475
ZFP1	-0,948797041
ZNRF2	-0,948495259
INKA2	-0,94828556
POU2F2	0,947741487
EIF3D	-0,947570904
PNPLA7	0,947068357
ST6GALNAC4	0,946420144
ATG5	-0,946120076
RANBP3	0,945714157
RSAD2	0,945567287
MDH2	0,945361283
ECI2	0,945273758
ABHD5	-0,945077286
CARS1	-0,944392144
BCAT2	0,94429717
C1QTNF2	0,943413754
SPAG4	0,943261053
HLCS	-0,942827646
BCL10	-0,942783194
TOR1AIP1	-0,942670673
TUBA1A	0,942454244
IMPDH1	-0,942331335
OTUB2	0,941926359
TSPYL1	0,941786787
THUMPD2	0,941492737
NAA15	-0,941323641
ARHGEF7	-0,941113539
SNCG	0,940631269
VEGFB	-0,940500456
ZMPSTE24	-0,940384368
SPATS2	0,93989162
HIRIP3	0,939747444
IQSEC1	-0,93937851
CRTC3	-0,939138607
GMPR2	-0,938921244
BIN3	0,93875407
HERC1	-0,938609547
PFKFB3	0,938503385
LTBR	-0,938339885
ZNF263	0,938306522
TMEM203	0,937086612
ZNF184	0,937009656
SOCS1	0,936833701
GOLT1B	-0,936594683
PRC1	0,935708553
AKR1C3	0,935406117
MANSC1	-0,935394909
KCNAB1	0,935376525
KLF13	0,935024744
EIF3K	0,934763004
SURF6	0,934304969
UBN1	0,934106277
ZC3H7A	0,93403197
NR2C1	0,933583145
KRBA1	0,933547709
THAP7	0,933506158
UBE3D	0,933381629
RGS5	0,933295726
ARHGEF37	-0,933241638
SQOR	-0,933145166
WIPI1	-0,933104219
ZBTB17	0,933008564
TRIP12	-0,93269562
QSER1	-0,932536436
USP21	0,932492306
SLC22A17	0,931945083
MAMSTR	0,931485279
PCDHGC3	0,93129837
METTL16	0,931276969
GCK	0,931208181
CDC123	0,930501687
CFAP410	-0,930490512
ARHGAP8	-0,930299843
ZNF655	-0,930172456
NAGLU	-0,930144316
HSD11B2	0,93008754
GDAP1L1	0,929999867
C9orf116	0,929966344
TULP4	-0,929920437
EMILIN1	0,929161277
HILPDA	0,928727028
PCCB	0,927526319
SLC44A3	0,927217954
RPGR	0,926560181
MOSPD1	-0,926396987
DNAJC18	-0,925791236
IPO8	0,924819113
TNFAIP6	0,924655342
FGD3	0,923762881
UBR5	-0,923644961
TNNT2	0,923477794
ISM1	0,923423169
ACTN2	0,923193111
NRSN1	0,922614321
AGBL5	0,922317708
SLC13A2	0,921602874
PPIG	-0,921245907
DDX47	-0,921162593
RABEP2	0,921008061
PAOX	0,920942185
EIF3M	-0,920734271
SERINC5	0,920544972
NDUFAF6	0,919820587
PCDHGB6	0,919761042
SLC9B2	0,919126206
YAE1	-0,918918384
PLS3	-0,918879975
SFXN4	0,918557521
DCTN6	-0,918258009
TRIM11	0,918107958
PPFIBP1	0,918086674
ZMYM6	-0,917533679
GNG11	0,91712213
CCDC6	-0,91627455
AP1S1	0,916243056
RNF26	0,915745271
MLXIP	0,915578739
IWS1	-0,91488546
HMBOX1	0,914478897
FBXO44	-0,914362555
EID3	0,914137474
DENND1A	0,913923808
NR4A1	0,913882712
MAZ	-0,913502908
TCTEX1D2	0,913297023
WDR12	0,913021883
PLD3	0,912934406
PRELID1	0,912660902
RBM12	0,912152547
PRDM2	-0,911220603
LRRC1	0,911155204
SLC31A2	0,910791517
AKT1S1	0,910684936
DIXDC1	-0,910371766
MYO9A	-0,910173222
TMEM231	0,909726548
BAG4	-0,909710456
USP10	0,909703325
SCMH1	0,908866237
TLE2	-0,908785733
DNAJC11	0,908756237
EMC3	0,908206957
WDR31	0,908137566
SDR39U1	0,907767915
FARS2	0,907626917
DNAJC14	0,907405563
BRWD3	-0,907352508
SMC6	-0,90708704
ZFP36L2	-0,906929244
TANGO2	-0,906899369
C12orf57	0,906654312
C17orf49	-0,906598481
RPS7	0,90640262
DAPK2	-0,906376404
GLMP	0,906331186
SUV39H2	0,906008042
LTV1	-0,905254333
SNAP29	0,905006949
TRABD	0,904468135
MRPL18	0,904007644
RABIF	0,903800944
DAPP1	0,903789239
CTDSP1	-0,903696226
ACAD8	0,903444038
VIM	-0,903352472
SWI5	-0,903268184
CAT	0,903239668
PRR5	-0,903221115
TMPPE	0,90315548
LTN1	0,902840894
PIH1D2	-0,902323666
PRKAA1	0,901985661
CLN3	0,901781322
GRAMD4	0,901725053
TIMM44	-0,901269251
RNF144B	-0,901253051
ZNF646	0,900656224
N4BP1	-0,900615381
SLBP	0,900486198
SPTB	0,900464473
MICAL3	0,900321161
SIN3B	0,90019071
MPHOSPH9	0,899781544
CYP26B1	0,899516111
CSNK2A1	0,899292832
FAM50B	0,898717695
STYXL1	0,898611088
CPEB4	0,898283747
CCDC142	0,898247393
MCPH1	0,89815914
SLC4A2	0,897902552
PLD2	-0,897869501
GATD1	-0,897146425
ZMYND19	0,897065424
KANK1	-0,896233302
EML5	-0,896004549
TERF1	0,895868399
UBE2D1	0,895552122
KNSTRN	0,894702082
DAZAP2	0,894363141
CFLAR	-0,894225552
REL	-0,893994325
CKAP4	-0,893950004
LUC7L2	0,893574363
ITPA	0,893461598
RUNDC1	-0,893280811
ANXA2	-0,893217349
SIVA1	0,893115009
EBF1	-0,892960359
PDCD10	-0,892958549
ANXA11	0,892113466
HEATR6	-0,892027458
METRN	0,892010808
BEND5	0,891872184
BRPF3	0,891778633
RTP4	0,891595774
MCL1	0,891589688
ISOC2	0,891160446
FCGRT	0,891156608
TMEM245	-0,890783524
PPP3CB	-0,890525569
STK32A	0,890444075
PSMD12	0,890356427
XPNPEP1	0,889782204
ADAM12	-0,889487141
ALDOA	-0,889291656
APTX	0,888848436
ADAM9	-0,888564343
PTCD2	-0,8875504
CCT5	0,887411602
PPL	0,887390928
AHDC1	0,886977501
GMPS	0,886832061
PDZRN3	-0,886724449
MED25	0,886537761
TAF7	-0,886293271
EIF3E	-0,885597138
RBL1	0,885594894
BACH1	-0,885443257
SIAE	0,88523491
IQCB1	0,88512061
NPB	0,885061173
ZNF638	-0,885061161
ZMYM4	-0,88467903
FAM172A	-0,884425846
PSMB1	-0,884261717
EXTL3	0,884135865
PIRT	0,883696368
MINDY3	-0,8836297
PDZD8	0,883257944
POLR3GL	0,882864227
CARM1	0,881863661
CRPPA	0,880919531
OSBPL2	-0,880907993
MYC	0,880862325
CDS2	0,880616406
UBE2D3	-0,880130169
KMT2D	-0,880082575
DLG2	0,879654905
KLHL13	0,879354618
AK5	-0,87873717
PLK4	0,878418462
AMOTL1	0,878144842
DUSP9	0,877612748
CIAO3	0,876877621
TBC1D1	0,876730537
RUNDC3A	0,876260652
AMBRA1	0,875780988
CNPY4	-0,875388669
BCL11B	0,875233369
TMEM135	0,874664143
VPS45	-0,874052558
FAM8A1	0,874015512
MIPOL1	-0,873190036
BRD8	0,87241522
DNAJC16	-0,872413185
MANEA	0,872108402
STMN3	0,871830698
TATDN3	0,871239198
TOX2	0,871124685
SLC9A8	0,870801556
INSC	0,870425288
TMX3	-0,869593864
NRL	0,869470988
UNK	0,869425129
PPFIBP2	-0,869184228
AGPAT1	0,868766329
SUCLG2	0,868708319
CC2D1A	0,868513524
CASP8AP2	0,868407064
FAAP20	0,86829569
RPL35	0,867972698
TMEM50A	-0,8678364
AUNIP	0,86741799
ABHD14B	0,867162788
MBTPS1	-0,866709436
FBH1	0,866575659
KLF5	-0,866462312
STAT6	0,86642372
CORO7	0,866287706
