	table.gene	table.logFC	table.logCPM	table.F	table,PValue	table.FDR	adjust.method	comparison	test
3101	PASK	2.17713916159602	2.68985366228222	4.06396060545018	0,054478955	0.294704483744439	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
1550	NPDC1	-1.21608391663217	6.81528554707692	3.9975882950879	0,054556588	0.294988251503408	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
3559	LIN7A	1.10337834592854	5.04384845675483	3.99245182021283	0,054702922	0.29564305456477	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
9931	PITHD1	0.769424115824117	5.58953226494218	3.99091888160519	0,05474668	0.295652587958288	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
10988	POMGNT1	1.1124620740248	5.26429889879904	3.99029039561094	0,054764631	0.295652587958288	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2067	CROT	-1.02582613191812	6.95896405855671	3.98973902155302	0,054780385	0.295652587958288	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
1412	KCNH1	2.8001858526296	1.97799912473128	4.26204323565043	0,054867644	0.295987193425879	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
1419	HES6	2.42735763049683	5.49777135547508	3.98524883762458	0,054908868	0.296073267342048	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8195	POC1A	1.45309765136212	4.0724367927329	3.98421631769955	0,054938461	0.296096570229156	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
551	LNX2	1.185737804958	4.37258266150745	3.98259518183881	0,054984959	0.296210925550383	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
6773	PCBD1	1.1924312600836	7.94078442171798	3.97689640481993	0,055148763	0.296956825771446	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8379	CXXC5	1.05668996388876	5.95050873971609	3.97342057674395	0,055248938	0.297359581018655	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
5439	TMEM204	-1.61606660533355	3.95292379134696	3.97148911620447	0,055304692	0.297522990076017	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7360	CLMN	1.78624255939189	4.59456341232017	3.99225344548082	0,055349132	0.297625416827473	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8513	WDFY1	-0.946443345063356	5.67936153951461	3.96882764405176	0,055381621	0.297663508794745	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
10304	ENO3	3.16725288548925	4.41686223672054	4.02578022640803	0,055545219	0.298405926865324	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
9431	DUSP11	-0.53511467304977	6.43184252274446	3.95690665859218	0,055727661	0.299248857518656	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
888	IGF2BP2	-0.927861172724765	4.35602960776992	4.02942597545842	0,055887647	0.29978173927546	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8963	ZADH2	0.880090476958035	5.15544822123675	3.95094637250031	0,05590158	0.29978173927546	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
6817	P2RY1	-1.84531004156506	3.61630578064032	3.95010605668741	0,055926149	0.29978173927546	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
11423	GMEB1	1.15336842838242	3.59364194942568	3.95000042346784	0,055929238	0.29978173927546	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2552	ELP5	0.756620496388347	5.9493720820414	3.94586256721681	0,056050402	0.300177821185076	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7515	EDC4	0.954411753252159	4.95680890812768	3.94534448179823	0,056065593	0.300177821185076	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
9176	SLC7A8	-1.53473179263866	3.89337863695881	3.94485361213743	0,056079991	0.300177821185076	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
3621	STPG1	1.38403635115032	3.08311141381484	4.10100023962159	0,056108806	0.300194924328884	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
10474	EMC7	-0.644461076346604	7.82508420219011	3.93996168231955	0,056223698	0.300672328886207	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
4006	TAOK1	-1.95989122961315	3.98735483701617	5.32827151135811	0,056433623	0.301657281591936	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8323	RUFY2	-1.01518667539135	3.8012962796973	3.93168557454904	0,056467758	0.301702107883661	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
6060	TGIF2	1.15466891508146	4.1395606101669	3.93054534145534	0,056501476	0.301744664279646	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
10245	PCBD2	1.12702289625334	5.30765720418352	3.92788533858221	0,056580222	0.302027545504251	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
10975	CCAR2	0.717703584043766	6.06527384517911	3.924932804432	0,056667772	0.30228777553101	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
3625	PCDH19	3.050684230084	3.52477714167305	4.01853330954079	0,05668057	0.30228777553101	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
9473	NBEAL2	1.99891559837142	2.79788216080336	3.9224019095971	0,056742939	0.30248272119623	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2644	BLMH	-0.911103623525909	4.17488613021226	3.92086486834987	0,056788644	0.302588695015181	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
11076	TTC32	0.99134193533563	4.72758806884196	3.91970881521654	0,056823047	0.3025930272123	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8355	RPL4	-1.00795933944721	8.45263516475609	3.91910222921997	0,056841107	0.3025930272123	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2882	SMC1A	1.35438116269645	5.83309774595139	3.91306202615952	0,057021299	0.3033565371766	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
4653	HAGHL	-1.32340443928408	4.85077566334887	3.93429656317847	0,057036311	0.3033565371766	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
3675	PLS3	-1.1545131199777	6.56320035617326	3.90914215773838	0,057138578	0.303678593186634	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8677	MBD4	-0.907411315466142	4.25621786698755	3.90880434054782	0,057148698	0.303678593186634	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8066	NNMT	-1.15125690966999	8.93850198583625	3.90636319342451	0,057221886	0.303916997186162	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
9204	SLC43A3	1.22668616772659	6.11044158115547	3.90526439127386	0,057254863	0.303916997186162	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7885	DPAGT1	1.02563925120988	6.28851837595452	3.904714404295	0,057271377	0.303916997186162	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7718	MSRB1	0.879019413711394	8.56590080030903	3.90333483789231	0,057312824	0.303999259203769	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
5196	KBTBD11	2.39235055200602	2.61895455372017	3.91857064555807	0,057503993	0.304657754476725	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
11043	EXO5	1.29377983126444	3.40237087533698	3.89638018019168	0,057522277	0.304657754476725	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
10746	SORBS1	2.03070578804747	5.44481615893705	3.89585993671585	0,05753798	0.304657754476725	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
10330	SLC7A1	1.63891990214197	5.58371646979568	3.89576069934965	0,057540976	0.304657754476725	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
4074	GNS	-0.911193437952982	8.13571878924047	3.89455226810144	0,05757747	0.304713287282692	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
5113	PPCDC	1.677638064627	3.25459570644976	3.89092753121807	0,057687092	0.305155603561891	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
11667	TAF1	-1.06419024183144	4.42836535064535	3.88566169886961	0,057846762	0.305856159736171	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2173	HS6ST1	-1.03345344525897	6.67295267943771	3.88483959565274	0,057871734	0.305856159736171	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
9623	RPS6KB1	-0.714523713405116	6.0755263580597	3.87967185130429	0,058028985	0.30654897164031	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
5636	FAM160B1	-0.812680954949406	5.1850994757958	3.87425014197825	0,058194478	0.307284676785651	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2664	ITPRIPL2	-0.963269992803095	5.52263133648098	3.87217664470301	0,058257909	0.307291537781571	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
6207	UBIAD1	0.853931019060375	4.69016301915993	3.87133470599294	0,058283687	0.307291537781571	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
11673	FOXO4	-1.24741254932879	3.77248841003133	3.87115002131583	0,058289343	0.307291537781571	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
6736	APOM	0.980488844572571	7.3924476841977	3.93082104855776	0,058300682	0.307291537781571	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2515	SLC25A36	-0.899317252776264	4.42025186202767	3.86879255229831	0,058361599	0.307474304729632	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7735	LRSAM1	1.18504329684474	4.49931521775681	3.86664551167012	0,058427492	0.307573201010872	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2068	FRA10AC1	-1.04971641474026	4.67867778048862	3.86647037367442	0,058432871	0.307573201010872	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8516	STK3	-0.991141330534781	4.52623662586694	3.86432336515459	0,058498853	0.307669195556556	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
9561	NPC2	-0.932001283340586	9.32542492915002	3.86416820242557	0,058503624	0.307669195556556	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
6615	CAMK1G	3.17511502609168	2.21964942570014	4.60937412039276	0,058536807	0.307705591987595	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
5253	CNPPD1	1.03267612289344	5.42299306394523	3.86218348445383	0,058564699	0.307714158922264	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
5426	UBXN8	-0.700593605309145	5.23872753877366	3.85869239642096	0,0586723	0.307873636594626	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7933	FRS2	-0.751017809484114	4.74892071555858	3.85792166828889	0,058696085	0.307873636594626	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
3855	TM7SF2	1.98135459677865	6.79180018043473	3.85773411518047	0,058701875	0.307873636594626	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
9948	RFK	0.937400781957904	6.61519323273235	3.85740773551805	0,058711952	0.307873636594626	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2759	NUAK1	1.61615589875047	5.65245610641566	3.85693889497872	0,05872643	0.307873636594626	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
4221	PIFO	-2.07578903917425	2.33218015660558	3.98491577011129	0,058758058	0.307901684683415	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2252	VPS13B	-1.06131996283189	4.80987169808869	3.85415708058118	0,058812417	0.307935182948704	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
6953	PRPF8	0.773090638327688	6.50868523675415	3.85237505721672	0,058867574	0.307935182948704	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8297	COMMD7	0.781925649885003	5.72690891263545	3.85136853047566	0,058898754	0.307935182948704	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8538	ZDHHC18	1.20497112372607	5.45916582497176	3.85032010804225	0,058931251	0.307935182948704	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2840	BCS1L	0.814756154879796	4.52501646325488	3.84998474205983	0,05894165	0.307935182948704	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7892	PNMA8B	-1.50899254801464	3.42910463020524	3.84887790912123	0,058975987	0.307935182948704	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
1488	USP53	-1.0288378360623	3.93462949774781	3.84873332757671	0,058980473	0.307935182948704	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
6468	OAT	-0.792128661527945	8.39650344158874	3.84835047990507	0,058992356	0.307935182948704	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7959	DPF1	2.20409122348461	3.20920313608492	4.48444758999294	0,059010114	0.307935182948704	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
10655	ADRB2	2.71645669311905	3.97422284132251	3.84722639812487	0,059027261	0.307935182948704	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7532	IDH3B	0.709361987338519	7.50957691384798	3.84634793413523	0,059054555	0.307940465480741	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
5795	AKT2	0.855495718565197	6.64676335160582	3.84204992270738	0,059188299	0.308440105346136	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
300	ALDOA	-1.17974474736055	9.94195935311225	3.84097445438822	0,059221818	0.308440105346136	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
6151	PLCD3	-0.983296186570344	5.01199081253287	3.89995349925731	0,059229345	0.308440105346136	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7385	NEMP1	1.42294170135617	3.44103240402292	3.83793876551107	0,059316546	0.308756982860644	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
483	CCDC9B	1.44954101858673	3.64787112016636	3.83641521677832	0,059364152	0.308867568195668	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
5629	MGAT5B	2.95055368174691	2.10432641604263	3.96335586471455	0,059390848	0.308869314648318	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
5549	SPAG5	1.18753232610317	4.22610638582876	3.89187910218232	0,059475015	0.308971205784541	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
4452	POLR2D	0.83240376382383	5.64200793565087	3.83272758922378	0,059479554	0.308971205784541	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
11531	YBX3	-1.23807729651593	7.60628865895791	3.83240860012218	0,059489549	0.308971205784541	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
1926	DSP	2.90113301365777	5.35311520644455	3.83780620267621	0,059636498	0.309150178796438	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7552	CAND1	-0.776181510993584	5.87372855022344	3.82733955209346	0,059648622	0.309150178796438	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
6010	SLC38A3	2.57640288235282	9.29709340964957	3.84789526760415	0,059659641	0.309150178796438	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
7906	CAMKK2	1.06020019883615	4.47489995567864	3.82683367815756	0,059664523	0.309150178796438	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
3429	EFCAB2	-1.13543163486368	3.5959073935863	3.82647153939791	0,059675909	0.309150178796438	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
9567	IPO8	-0.899509854155315	4.30474056939937	3.82612312445355	0,059686866	0.309150178796438	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
2905	PTPN14	-1.00016470540585	5.36295472696251	3.82542897656251	0,059708701	0.309150178796438	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
4450	ZSWIM7	1.17944899754282	4.75655818389284	3.82264947102617	0,059796226	0.309466600591074	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8427	HOXB3	3.01423949905492	2.24076870566609	4.87157587244133	0,060134354	0.311054677411727	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
8038	KIF1A	4.24676172865971	5.19385653534048	3.83202172694685	0,060156175	0.311054677411727	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
11530	ATF7	-0.860224919532961	4.62736036652941	3.80933527043582	0,060217478	0.311234312331499	BH	0.25*groupastrocite_cerebell:h -1*groupCardiac_Myocyte:h 0.25*groupHepatocyte:h 0.25*groupMeningeal_cells:h 0.25*groupSchwann_cells:h	glm
