table.gene	table.logFC	table.logCPM	table.F	table.PValue	table.FDR	adjust.method	comparison	test
5318	ALS2	0.145674327451498	4.78261575776547	0.0771159433686751	0.78312146649289	0.93737266443846	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5319	SIN3A	-0.18934173609663	4.84323387274123	0.0785650637677982	0.781147154855276	0.93588358617438	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5320	KDM6B	-0.598886984405983	2.69689540694146	0.357902985321255	0.554097742587167	0.814550517843536	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5321	CHN1	0.424655734985093	4.15634388414654	0.200704826477787	0.657324156193541	0.872030635052685	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5322	ZNF618	1.01193655418937	3.38808931896821	1.58218759476842	0.218007510694302	0.543205579682023	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5323	TLCD2	-1.92162372684513	5.76994830593822	6.0254058616594	0.0200262091250834	0.170466639150341	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5324	PKIA	-1.24421709543991	4.3928998102035	2.81108760457102	0.103854486753455	0.392225818668746	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5325	TBX5	-4.15911802713654	1.9319912419743	6.87893482017929	0.0217088670475662	0.17897789315699	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5326	TRPM4	0.530823418759291	3.37379251511454	0.453697063375564	0.506656665925735	0.78198554593703	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5327	MANSC1	-0.492987346517487	3.75959572676765	0.318127275782745	0.576866644475884	0.827559686241896	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5328	PLEKHM2	0.198870033035368	5.09064139632075	0.0763934336513442	0.784113313075148	0.938083443556606	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5329	GRAMD1B	0.567270165511079	2.09290464402895	0.493115694062312	0.488247113678727	0.769112566125435	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5330	TPBG	1.17754913010732	5.14446948863143	3.34249291296759	0.0792588889747277	0.345231127429951	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5331	BICDL1	0.447181954821887	2.91263117085671	0.252704377135417	0.620073572167	0.853553954096452	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5332	TARBP1	0.399522456754751	3.17477087744955	0.237903014301132	0.629218639466766	0.858153930189155	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5333	PAICS	-0.680693078287505	7.61010267559216	1.45807359822746	0.23653351649305	0.564139284373623	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5334	FAM220A	0.510506170333545	4.65511742904444	0.425028820719952	0.5193298277227	0.791043807526276	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5335	CDK1	1.45442300690668	5.80811407603931	2.57207264260667	0.119089578095129	0.417622120641001	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5336	SPRYD4	0.78175724230678	5.4068310167936	2.68548389242638	0.111560486308636	0.404889442757647	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5337	PJA1	0.389340606400614	5.81265450845502	0.415986557661944	0.523776936010365	0.794168947015059	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5338	FAM102A	0.873708548341363	5.0735739328627	0.65926505834324	0.423122269603113	0.723113388294904	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5339	COMT	0	8.10083295162947	0	1	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5340	MINDY3	-1.35991661669773	5.39700587974127	7.91585448289848	0.00850453926883502	0.10996788781025	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5341	SGTA	0.639811920171625	6.96901413427714	1.39246905794683	0.247126136955629	0.573380506573168	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5342	ITM2C	0.664300212022236	8.32708643185661	0.961759724692461	0.334472620048308	0.655708460839308	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5343	ANKS1A	0.857499722099052	3.40898375764574	1.03619231305819	0.316729489076543	0.638775647317512	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5344	UBXN10	4.56130403171222	2.08351629248519	8.17281147662673	0.00856381796417245	0.11048666263844	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5345	R3HDM2	0.574736302153339	5.24568334014143	1.31489681413454	0.260441653428189	0.587185585801442	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5346	FZD7	1.01125642887095	5.76665284415364	1.40152610981537	0.246266376320399	0.573130828183914	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5347	RNF214	-0.35914765233213	4.83803183361816	0.455190468389642	0.504971429534502	0.780533431821355	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5348	ARVCF	0.637669200747385	5.13957937187881	0.738913405695806	0.396726911259778	0.704627070291082	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5349	CDHR3	0.439540082361432	2.348604748975	0.239840013119836	0.678916410932993	0.8820684142756	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5350	ACYP2	-2.10004022795011	5.02410637804989	15.091096517611	0.000514052232106582	0.0221755194079463	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5351	BLVRB	0.345359539104461	6.56578469897673	0.187049927759623	0.668431294290437	0.879169929196046	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5352	TMC7	2.70039982893379	4.02841805644119	6.7244966989129	0.0144807191150582	0.145235316759201	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5353	FBXO4	-0.64587367380086	4.17369525903845	0.686186075447221	0.413911056366068	0.717039670190182	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5354	SNRNP200	-0.00937210402461295	6.73113317436584	0.000352809869255656	0.985136578736519	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5355	TRIM68	-0.540092914849726	3.11174955766775	0.225470396311495	0.638291351499203	0.863617001135786	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5356	KISS1	0	4.28404053098677	0	1	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5357	UGT1A4	0	5.28595045073682	0	1	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5358	SEH1L	-0.188858319270554	5.72879260810266	0.118824810058411	0.732682373568714	0.908998778747041	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5359	CYBA	-0.0173787337858405	7.5638883326858	0.000546878945040614	0.981495407813056	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5360	LONRF2	2.3761581337094	2.0861409502629	3.5761745594695	0.0715894331417185	0.327793776044693	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5361	CDO1	0.520383614929208	9.28452154199257	0.371063212089736	0.546944022864624	0.809354738168532	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5362	HERC6	-2.32946848417079	2.82667153081007	4.0863961634505	0.0520954904802104	0.279879069401701	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5363	ALPK1	-0.88299109039948	3.45419403863672	1.0010413385569	0.324944226608479	0.648426766384463	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5364	HCST	-1.25867245867189	2.30407839669066	0.683492053457798	0.47684628011567	0.761249287921058	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5365	POMC	0.439702398945713	2.79121950308698	0.161980902711492	0.691146210159372	0.887037069495911	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5366	ARF3	0.824858436184099	7.44061781485952	1.28843984160873	0.265192593255842	0.593352351234313	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5367	UBR4	-0.09678866984685	7.35176077025482	0.0381797577416306	0.846380751410999	0.965689542662426	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5368	CDH3	-1.1729734496176	2.60430943017286	1.27687860947774	0.269907472346925	0.5976711126436	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5369	SLC25A11	0.689643660047355	6.54166273059054	1.18323039111773	0.285235285024975	0.610598325441363	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5370	GRIK2	3.2377997236841	2.52108790980453	6.47487666076315	0.017655189168938	0.160093290369827	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5371	GSAP	-0.356672681954124	4.0588964182158	0.308832017433399	0.58245866889709	0.830828380788899	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5372	NAA15	-0.958057757898563	5.79491413419171	1.63409240239941	0.210797068100258	0.537639143148678	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5373	LEMD3	-0.368795730005072	3.97008029240835	0.447911523216765	0.508371867940894	0.783165637081644	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5374	DKC1	0.19312920387035	5.3507317389157	0.0438851414782963	0.835462832484324	0.960192553260167	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5375	PCDH7	-1.24585561917604	4.60232946608281	2.92272874723032	0.09751459492454	0.380362982028963	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5376	UQCC1	0.457926267572173	4.88486553797042	0.668942155050785	0.419775443331227	0.720429469884842	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5377	SLC66A3	0.751731531919942	4.8487594682427	1.34271220966252	0.255563996450666	0.583120699319878	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5378	TBC1D2B	0.499456487598628	4.66959239878535	0.517539669041832	0.47737890929086	0.761249287921058	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5379	GORASP2	-0.128605386732624	7.79655090688922	0.0517170568607207	0.821622101503539	0.953869371376289	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5380	SLC35D1	0.466039919244128	4.33871868188837	0.339902110806896	0.564179264493904	0.8214142434578	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5381	PDE10A	1.04611415167797	2.43691716728711	0.708695917964814	0.473392500396723	0.759720203085551	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5382	RRM2	1.14073975195386	7.41406775362463	0.825192832347831	0.370800703107453	0.684509492580244	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5383	TMEM45A	-4.56219481883589	5.90396575499857	52.3840545209029	4.28238437894184e-08	8.23217023778586e-05	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5384	ZNF655	-1.48275492478236	5.67978465787291	6.01404113061613	0.0201336435367483	0.171002536489584	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5385	CYP3A5	0	4.65313485521068	0	1	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5386	PTGDS	10.5903438850567	8.05431176276458	15.7767244477462	0.000404327599529455	0.0200648703663297	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5387	WSCD1	3.91366414482625	2.87353474786802	13.7120904512417	0.000843957723954162	0.0309022488510708	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5388	SEMA4B	1.32537957020106	4.91232947981282	2.80084767406	0.104459288295954	0.392962507089574	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5389	IDH3G	-0.168881146814599	7.34997375473682	0.171552699847583	0.681638977001554	0.882580148264023	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5390	DAPK3	1.07006272924963	5.86522836613934	2.10674434313829	0.156877508474323	0.472311454644438	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5391	GPAT4	1.6519570722089	4.45681465068545	1.44916114802594	0.311620884346196	0.634676106914706	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5392	MOAP1	0.0564168650961394	3.71975537412804	0.00836994641086106	0.927704574912637	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5393	PLEKHH2	-0.260391231191875	2.78308036483781	0.0803784353092019	0.77870410655074	0.934023831630224	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5394	MAPK8	0.086230441450421	5.38250674909323	0.0300516754066989	0.863520382804949	0.974258446177471	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5395	SERINC2	3.93737255174241	5.33029912851226	13.7854705177257	0.000821613480198245	0.030471028555005	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5396	PDGFRB	-2.1067316826141	6.84973648330396	7.12222327827926	0.0120906756307332	0.133855605822183	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5397	CCNE1	1.65641980113013	4.13887487056935	3.59691446968172	0.0674100070646192	0.319288484417769	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5398	ABCC1	-1.2472763826495	5.43352133258525	3.79640271993937	0.060631093504742	0.302450653031561	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5399	TEFM	0.019780690267953	3.85283565713456	0.000775850245328571	0.977960296301321	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5400	SSR4	-0.157240934745233	8.83493546826997	0.0555189202587903	0.815301737448429	0.950763635099397	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5401	CERS6	-2.53536719699767	5.43708402651454	10.925813709316	0.00243597948739717	0.0561931748152779	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5402	C3AR1	-1.44792486957373	3.5111408531294	2.69035632334652	0.111249544812086	0.404424908150597	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5403	TMEM30A	-1.03157362108643	7.51564522600521	3.56264564395575	0.0686581121017763	0.321728413628222	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5404	CTR9	0.9490723833586	4.65348473990912	1.91485011970172	0.176486727016857	0.499925997105418	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5405	BRPF3	0.807188116789119	4.89938666373305	1.17621731039023	0.286640602265406	0.612402592796174	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5406	CSNK2B	0.312177001655023	8.29226696660419	0.486588593975998	0.490745808492578	0.771461516264573	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5407	TOP2A	0.733830645963643	5.9345451664228	0.483100664778223	0.49229187571466	0.772845310261725	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5408	LAMC1	-2.02136832987025	7.82244704999068	8.14125013617835	0.00771012425772701	0.105007354765971	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5409	ANGPTL3	0	7.86395165770861	0	1	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5410	EHBP1	-1.37342266290366	3.49511540640085	3.22398733369118	0.0824982402071891	0.351249428774352	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5411	CCDC167	0.808048677988026	4.6407587908798	1.84182558737418	0.184713094422917	0.509982302077471	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5412	ARHGAP24	-0.658784932178467	4.86594666230909	0.96184949112574	0.33445041050244	0.655708460839308	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5413	ZFP90	0.458787639959857	3.69072269493084	0.426148727183078	0.518783765799775	0.790547226150694	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5414	HAGHL	0.826413302641302	4.86692123480455	1.75637856901202	0.195622943093587	0.520874300024236	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5415	NARF	-0.359013659288038	5.73766038711804	0.332700548876994	0.56831357681369	0.823690474361536	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5416	KATNBL1	-0.520758633534253	4.43861583764296	0.556016612737249	0.461587852535092	0.752081204778567	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5417	GNA14	-0.850131956919472	2.54827031111679	0.475909424781556	0.545592278708178	0.808539296237979	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5418	CLYBL	-0.0239988186725772	4.88507189026628	0.00162518788602403	0.972505229694953	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5419	NUDC	0.939938299178949	7.80819048054627	5.51989555950748	0.0254739479134092	0.192919576646922	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5420	USP25	-0.724266089439396	5.02088691969624	1.71275887199524	0.200420373756945	0.526786438494595	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5421	SRP68	-0.0882256298713381	6.52681238444621	0.0362163286055105	0.850332607738639	0.966925353791687	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5422	TSC22D3	-0.990163136248394	6.23375129050954	0.96457239536224	0.33377768906651	0.655441339807998	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5423	LRTOMT	0	2.69179221848092	0	1	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5424	EXOSC1	0.181773452571133	5.6062278145381	0.143493457745751	0.707461166454055	0.896589066463143	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5425	CNNM2	0.91390134534726	3.8173445345978	1.90655399566107	0.177398743309297	0.500227563426388	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5426	PPP1R3C	1.25122726304243	5.52433947157074	1.50463328379231	0.229361279345015	0.556001050013745	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5427	ATXN7	-0.598233765374042	3.13348851541951	0.361579046122453	0.552081583103926	0.813020776159972	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5428	SYNM	1.45613617532899	2.54930875181776	2.22943200655153	0.147699490689318	0.461796130553158	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5429	TNIK	0.39954564358435	3.63864458938788	0.0521676926503676	0.821158799529359	0.95360910126577	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5430	PLEKHA8	0.385568096171982	4.07579372405156	0.208395803861422	0.651267603512633	0.868406998718463	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5431	GLB1L2	1.93716079984816	2.26370189978845	1.69170925628332	0.205031488388269	0.532238925572863	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5432	SMO	1.32218394682432	5.09216565831324	4.03793388890858	0.0534234506043676	0.282783882180255	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5433	HGSNAT	-0.153606374586047	5.77140062523088	0.0603362185331432	0.807613551707894	0.949158138770812	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5434	REEP6	0.648388790714906	8.31287468490209	0.458116893334724	0.503615515771695	0.778646294760152	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5435	ARPC5L	-0.0450186914855374	5.95905399987648	0.00782934505894741	0.930071766465075	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5436	GPR34	2.16349570136072	2.0450522141762	2.25079564442082	0.152496607927249	0.467418516033188	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5437	ANKRD11	-0.682827847274909	6.30903916903178	2.30566019754429	0.139219776704138	0.448411310948206	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5438	GPC2	2.7023526230827	3.67832266837708	12.1521934212981	0.00179589486211887	0.0468639170580975	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5439	TINAGL1	-0.973982054781848	6.82303242049621	0.599841593634188	0.444611486765225	0.739885858945333	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5440	MCAM	-0.686429262024268	6.08427409686124	0.418072837143083	0.522744797523724	0.79410065157085	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5441	ARHGEF15	1.77299508400703	2.71291131572426	1.84047631720014	0.187814153648028	0.513575206974728	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5442	NUDT2	0.925279232347593	4.64462477184707	2.50831573648916	0.123579999876617	0.423084511302137	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5443	NAPRT	0.863600890174366	5.39612346909591	0.88288119717916	0.354808704589759	0.672945069860405	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5444	SLC25A26	-0.206914086735842	4.2554787615467	0.0840250052230182	0.773880122066035	0.933186965803413	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5445	WDR12	-0.217826148999131	4.60185754511491	0.0672433620020162	0.797138830655569	0.94501857581026	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5446	SULF1	-1.33906360130435	5.67941449956401	2.34208827086617	0.136245201994355	0.444535474426551	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5447	AOAH	-0.759072189388469	2.44498929729833	0.317753705720788	0.578807633287254	0.829312700911203	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5448	CMSS1	1.02829131876937	5.28145590658187	1.87351180369228	0.181087964148665	0.50507328321253	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5449	IL21R	-0.230699408747647	2.73967202385997	0.0356544652263666	0.851526189301081	0.967635770187061	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5450	VAV1	-0.562520039142705	2.09102034386944	0.219596699151855	0.643866155629329	0.865669089727823	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5451	CNDP2	-1.42944394549705	6.41950399919693	6.79216058771349	0.0140402612041895	0.143692220727113	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5452	NFKBIL1	0.55601092788992	4.72060032856614	0.522755358758293	0.475186496497374	0.760477056316478	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5453	POLR1A	0.484483020771725	5.24946892901398	0.905223048598708	0.348877144922887	0.668138356730926	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5454	CYP39A1	0.237378417998645	3.03888286653434	0.0415376028823263	0.839859822432144	0.961769578229979	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5455	HNRNPLL	0.0822305078394475	5.1244927655098	0.0246365202886358	0.876312380460492	0.981967064629488	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5456	MAGOHB	0.773871928229472	5.51723207416977	2.85272151048824	0.101436490952344	0.387353610276297	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5457	RDH12	1.22447130469678	1.87411166715678	1.69955412202785	0.211440800599926	0.537979749407679	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5458	KLHL4	0.303759638596674	2.60768249986155	0.0350368410304903	0.852895260959386	0.968523573880629	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5459	BLOC1S1	0.699106374566838	7.23525547746039	2.51280045323401	0.123257788403447	0.422889637372019	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5460	KIAA1217	0.984777443672937	4.33883783555711	1.01601117266162	0.321410781660479	0.644273888716017	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5461	PNMA2	2.72798333553104	3.47782192803289	2.30091962676948	0.14325496654271	0.454803959290839	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5462	ZNF282	0.156320773575363	4.65901088595307	0.0465894952482028	0.830547287292237	0.958159887047351	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5463	GBF1	0.467114501982934	6.74594747375225	0.818904365157733	0.372605876597353	0.685762511744428	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5464	GAB2	-1.29249121268819	4.14772823819587	2.99533623258368	0.0936290832720883	0.373546122630285	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5465	DHRS4	0.132509888450532	6.55033787848487	0.094598028836112	0.760505189891345	0.927800144254431	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5466	MON2	-0.458163693816825	5.7944314221343	0.978696324685982	0.330317959424009	0.652377969862417	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5467	SCUBE1	2.28870281361504	4.1789720075356	2.91580655353271	0.100924630997061	0.386860981694947	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5468	SSH2	-1.93482162037126	5.52661245409422	12.7084799384017	0.00122468496815951	0.0387000449938404	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5469	AP3B2	4.62044663823185	2.13362129479697	7.65139985673081	0.0108762078095185	0.126118418638934	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5470	STK32B	2.6820653509477	2.44595507890665	4.08407842653712	0.0531418099015762	0.282610705777227	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5471	MRAP2	-1.92663516473614	2.01037270959755	2.67270850360626	0.112728739084132	0.407207415157024	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5472	AKIRIN1	0.0720717594982682	5.82922392184928	0.0208645003213687	0.886100575726652	0.986757389080206	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5473	CLDN10	-0.0573353977494577	2.01903547841682	0.00194828198620067	0.979908459112991	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5474	RILPL1	0.371494646335201	4.39489265874382	0.284265089158527	0.597789828846054	0.840459561686963	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5475	LRRC46	3.23627558859259	2.46977008831729	5.12198354735191	0.0309088074455037	0.212339004433749	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
5476	ARHGEF10	-0.524527860259545	4.55856600660691	0.465648895425197	0.500154675730474	0.777730074786438	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
