table.gene	table.logFC	table.logCPM	table.F	table.PValue	table.FDR	adjust.method	comparison	test
1668	HEXIM2	0.655363817084941	3.22707317520548	0.558529189013582	0.460586525646365	0.751188487953221	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1669	QRICH1	-0.278544264066971	6.19023977682832	0.181868005798176	0.672772921360533	0.881691043628268	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1670	TJAP1	0.646237124835935	5.19382610915869	2.1733868684577	0.150681972738232	0.465740484603939	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1671	LRP3	1.2273004637379	5.03514427235488	2.15257162475581	0.152585460861853	0.467442418480905	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1672	SEMA4C	0.72367219705496	3.29413958723057	0.530997909723684	0.472840935559415	0.759720203085551	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1673	MRPL47	-1.12764475179439	4.98020220762279	1.2991066150021	0.263263823533808	0.590527064913479	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1674	IRAK2	-0.855301055373671	3.98765219505481	1.47173527999189	0.234400181789275	0.562342177136683	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1675	G2E3	0.196497093773246	3.91897455657799	0.0612171346417128	0.806243312131787	0.948463492458512	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1676	PAXX	0.7633812421822	4.68885601341817	0.554054937134836	0.462372094124227	0.752543356368483	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1677	MYO5C	2.17621859776337	1.95443411968799	3.4506276125043	0.194854745729487	0.520247992109237	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1678	SH3GLB1	-1.11833011880634	7.31772238525922	7.01788678933061	0.0126731077024752	0.13678590625529	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1679	IL18	0.0259417116002219	2.32804954325182	0.00048423724458731	0.982602852181763	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1680	ASB7	-0.329639542380491	3.17366327076029	0.148010606297026	0.703118012985676	0.894420184631137	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1681	GTPBP3	-0.338348463060478	4.11427136506685	0.197703850224531	0.659725363574252	0.872723058087558	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1682	UPRT	-1.21867652070011	3.54790536101264	2.34591492328478	0.135937076039706	0.444198772678579	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1683	SIAH3	4.11585533024196	2.09319651876052	5.59797658052448	0.0274609375528374	0.201356931808281	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1684	SLC25A34	0.476023537164386	2.25757075878218	0.0722575859296988	0.790532767949539	0.941553587931638	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1685	NIBAN1	-2.96685402467158	5.16666884195565	10.0872441337939	0.00340949666169604	0.0673375590684969	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1686	IDH3B	-0.347423108202448	7.52404913239079	0.661013840776111	0.422514429119079	0.722844198928482	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1687	KCNH1	-0.244347220697687	1.99381755219191	0.0340241423246687	0.861146286788921	0.972912260928926	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1688	MMP11	-1.25130347366411	3.86248417970307	2.29726219691888	0.140636206000789	0.450457650656234	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1689	SDHD	0.255002104459263	7.30320489912135	0.262875947107618	0.61185102280093	0.848615884678443	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1690	SF3A3	-0.556365576954176	5.94010853809674	0.658369874229929	0.423433937156902	0.723213835709545	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1691	CYREN	1.11326584112864	4.44256398905352	2.87108284442177	0.10039066513083	0.385311508276494	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1692	USP53	-1.49710257294212	3.95008316507352	4.34875239841869	0.0455146738731624	0.261177238036346	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1693	SLC7A6OS	0.269266211956301	5.27708515159931	0.320105128290857	0.575690755506175	0.826755901145043	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1694	XRCC1	1.09285934543705	5.60351987124219	3.20228862091279	0.0834873009900347	0.352855452407131	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1695	FLVCR1	-0.480492540255341	3.42568585146185	0.338138416933001	0.565186290528388	0.822427412876612	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1696	CENPA	1.29439924805671	6.83165002994201	2.80777809733665	0.104049515578811	0.392703719964442	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1697	EDNRB	1.37005391578692	5.1098388775792	1.39992809429941	0.245891940717636	0.573068830922855	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1698	SLC9A3R1	0.710462705795279	6.65911359484053	1.07950135537288	0.30699002024154	0.630151787411624	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1699	PRND	-0.610590597913111	6.7726639700384	0.573992642896854	0.456556825143833	0.748213516680747	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1700	IMPDH1	0.561819957517943	4.83856796020217	0.685470252946168	0.414152009396599	0.717159015743705	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1701	NECAB1	1.93325898792805	2.60421716768702	1.78589593233326	0.24167594386743	0.568759505522739	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1702	TEX261	0.423407282679783	6.16047945080922	0.286403303018482	0.596422026073388	0.839635255551137	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1703	TIPIN	0.318038255367402	4.51923331133023	0.102932707980197	0.750530031158535	0.921112298295652	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1704	ZNF334	0.805531821078906	3.19179975350547	1.42926565934983	0.241112767020192	0.568629263938318	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1705	SMUG1	0.874096226095711	3.22418966954769	1.1653694491928	0.288832345765706	0.613576241119391	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1706	CHMP5	-0.851919315323915	6.46341372939941	1.74770216367983	0.19601234175973	0.521067679665762	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1707	DCTN3	0.558184074167817	7.61902699214597	1.85041284548726	0.183722053703703	0.509264640090967	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1708	TMEM220	-0.769261938427466	4.40734300685456	0.825538067116664	0.370701964146302	0.684509492580244	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1709	MSH2	0.924965844700542	4.08782514113247	1.84799124087091	0.184000874488973	0.509269919128456	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1710	PDCD1LG2	0	2.72284355276058	0	1	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1711	ONECUT1	3.06820463679689	6.14011425651971	1.85493286764417	0.186723075857734	0.512167409498955	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1712	ZNF235	0.0750959444758795	3.47982377613231	0.013839447894587	0.907124604679023	0.995222599673533	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1713	HPD	0	9.95702743114796	0	1	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1714	EFTUD2	1.3293324326256	6.44810302646485	7.58376787801248	0.00984097247083248	0.119479764714297	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1715	SEM1	0.472437048685553	8.82052552174545	1.44324305123066	0.238877118240319	0.566804229161986	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1716	GTF3C3	-1.08935852985906	5.14509005702	2.30835738410013	0.138996942168221	0.448071032852937	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1717	PTTG1IP	0.0462167675057049	8.34534970117217	0.0115900098906369	0.914974141198382	0.998198742311636	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1718	IFT46	0.467863100549983	4.68373948382901	0.567737818088958	0.4569465855335	0.748213516680747	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1719	DHRS3	-0.835841173183166	8.57794221487129	0.481797264835982	0.492871760958198	0.773229446530449	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1720	TMOD1	-2.68312798777834	4.13800118013067	5.35527872498545	0.0280910004762093	0.20339083458418	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1721	SYNJ1	-0.672248042096759	3.42968364755695	1.29272359853707	0.264415821869679	0.592323881033735	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1722	SLC22A23	4.12294047547363	5.60495339514694	15.708130043112	0.000414081467313707	0.020245300644011	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1723	SON	-0.297059698408783	7.74548034829764	0.150876845884107	0.700401643234718	0.89234867481158	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1724	SNAPIN	-0.160312797776798	6.30180978065415	0.0580776638906451	0.811175959998825	0.949472652996392	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1725	BIN3	-0.0745931269954335	5.24986338255837	0.0290706359874526	0.865743995188012	0.975656187738283	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1726	RBBP7	0.154218694969306	6.98578735617278	0.130299821083876	0.720613947503813	0.902342090353039	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1727	IFNAR2	-1.27234130289352	6.98051307325082	5.63024084468446	0.0241591942692396	0.187140461182948	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1728	LNX2	-0.448342312335513	4.38766023774772	0.555603926789285	0.461752656908686	0.752105699754955	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1729	RPAP1	1.66183484199887	3.98975905969241	9.35607070150064	0.0046043719313208	0.0801007931460846	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1730	IQGAP2	1.10260344043409	6.64326733777214	1.39530584815827	0.246655828026452	0.573380506573168	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1731	ITGB1BP2	-5.55849694227571	2.07927359941284	8.92404374777203	0.00810118691920519	0.107567620210618	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1732	CPNE4	4.24714485860901	1.97086264611617	6.77302779431708	0.0168455275756574	0.158093014692948	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1733	IER2	-1.07721298680093	7.96451511039593	2.49352966886245	0.124649282123682	0.424455458247673	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1734	IGF2	4.55483470224804	9.41691887697814	12.441384748514	0.00135460223195136	0.0405381290951066	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1735	PLA2G4B	2.98737099085174	3.76594925403507	26.55771373574	1.45151797900654e-05	0.00328270752350225	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1736	TMEM231	0.739030554464541	4.49330113974046	1.62133466937516	0.212541657948139	0.538663037304731	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1737	ERC2	2.8685625002859	3.13521178032236	6.49082674731399	0.0169852099699969	0.158532828127792	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1738	DNAAF2	1.62292338334654	3.89716489709489	5.06805286922478	0.0317387397952522	0.215718694636676	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1739	NIPA1	0.611340579566877	3.19428289042476	0.718663025743808	0.403197868212527	0.708915276213916	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1740	METTL26	0.702046534184548	7.50365239608674	0.954386759983431	0.336303773770825	0.656777468112546	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1741	SKP2	1.50520404761216	4.55645583166873	3.92506990166982	0.0566649398148025	0.291148280921528	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1742	BCOR	-0.191621414092917	5.07028046565168	0.0546969015079789	0.81664844815759	0.950763635099397	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1743	TMEM109	0.113332397291845	6.53576139213928	0.0538374711675826	0.818067931198643	0.951594347595407	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1744	RSPO3	3.21149712524706	3.08200853856122	4.95449190334694	0.0347484302169004	0.227863125203281	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1745	ARHGAP25	0.35072626007881	2.35208446376583	0.0823863894756922	0.776507842600444	0.933622584859119	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1746	PENK	6.00492784265772	3.18435466857704	24.4602920810054	3.71287830967048e-05	0.00578707275996477	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1747	COL5A1	-0.634180585100344	7.70168497653261	0.547547567540375	0.464989231470356	0.754952955486921	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1748	TBCD	0.371287319927834	6.01507781029299	0.671033775826898	0.419057385223909	0.719578365516237	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1749	MMRN1	2.44598811610055	2.21252450451874	2.78870852363913	0.111811159214301	0.405202030612764	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1750	ACTR8	0.155761553646394	5.23021695038208	0.120795351122953	0.73056464914649	0.908115690992982	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1751	RAB3GAP2	-0.373295522659992	5.02346015298348	0.799564991507854	0.378237574213047	0.689519864228432	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1752	ZMYND19	1.03786391433613	5.39891024504033	2.6375032566766	0.11467660779	0.410727549805609	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1753	CEP170B	1.49666735960389	5.24202844155907	3.48943622171924	0.0714125207823252	0.327704929364873	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1754	PCBP1	0.880959921888837	8.69294508111834	2.26140958254277	0.142936227990755	0.454292216490871	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1755	EID1	1.16364351564736	8.11445511055532	5.82159864995669	0.0220518589013097	0.180387333735962	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1756	LSM11	0.786064669157343	3.27923366685997	1.2249223013823	0.277064554026043	0.603068987759271	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1757	ZNF14	-2.62209416251909	2.93890792313077	4.30189235075106	0.0466189457415995	0.26378321174218	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1758	ZNF669	-0.0958686744989903	3.07616907220579	0.0128045916426104	0.948499053635962	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1759	ALDH1A3	0.792779584503073	4.56014638000488	0.154636348413906	0.697551798120427	0.890981444022259	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1760	PLCG1	0.227740737106166	5.17406624985248	0.0757167568446438	0.78504683984189	0.938411260310536	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1761	RPS3	0.465655496227496	10.3080594868942	0.777936387351192	0.384683325553711	0.695117887660427	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1762	PIK3R2	0.805080913434706	6.04374507033203	2.12177179452134	0.155454495463432	0.470008161135187	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1763	KDELR1	0.565483914445769	9.21394311704362	0.83360237845199	0.368406227359331	0.684164845408763	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1764	TINF2	0.265088396142432	5.00453664909464	0.359439978745965	0.553253054579635	0.813723633195806	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1765	MAPK3	0.952715362717822	5.84491579728701	2.26931136478177	0.142264116053754	0.453280197393371	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1766	PHF8	-0.211406081483525	4.83145207359792	0.153515062686057	0.697927590594755	0.891043834394115	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1767	TAF12	-0.406128438707808	5.45674881817507	1.20332008505931	0.281259332937463	0.606953189183721	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1768	EREG	-5.84331101517126	4.8041602904686	36.5031368682947	1.53433726653885e-06	0.000866542682275722	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1769	CACNG7	0.260986959296222	3.66704124815195	0.170318533740084	0.683925252347625	0.883049896594711	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1770	NSL1	1.93385513037841	3.72330044140796	5.08564996776191	0.0329645553623903	0.221182769953351	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1771	OSER1	-0.666263562244134	3.9768861153553	0.665826914294105	0.420848407701809	0.721043602856901	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1772	RIC3	2.02054948609293	2.45661203862606	2.98867284269401	0.0955076488815425	0.376996995961571	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1773	KIF5A	4.6821811020705	2.65436131188688	9.06865511832647	0.00519174778247768	0.0859133700474857	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1774	OLIG2	5.33634495260455	2.98894628686998	10.3288883420645	0.00392997585704011	0.0728618380683036	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1775	GFER	1.60567495045142	6.20112330445914	3.54868669588842	0.0691739413195067	0.322901114520359	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1776	EDF1	0.119135393454272	9.51757903803935	0.0425251726387988	0.837994674959904	0.960491917719743	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1777	GGT7	0.610513222205273	3.96014466683747	0.703852533167783	0.40803095983439	0.712317680979513	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1778	PEX10	0.825038889315882	4.47530546986367	2.18214283460583	0.149889664988887	0.46448882213375	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1779	SDHA	-0.456393422853009	7.59499844470159	1.11408683225004	0.299498946858018	0.62320419503164	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1780	KIF21B	2.71810093967974	2.81801980711645	6.37614894558074	0.0169996343965111	0.158532828127792	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1781	WASHC2A	-0.578047092199181	5.64385620065244	1.22455935785971	0.277134354557362	0.603107102917852	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1782	ZFC3H1	-1.41506608779233	4.37294653985489	4.7952530120287	0.0363308875637742	0.233226630628144	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1783	CCDC173	-0.755503821374088	2.67085060314453	0.517458295293414	0.477413248120907	0.761249287921058	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1784	LIMD2	0.994920841351644	6.86403517348447	1.62398931578894	0.212177177152262	0.538309086885287	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1785	PID1	-0.63467985659507	6.86653277724763	0.678506070455285	0.416507389605338	0.718485514670805	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1786	SLC35D2	-0.0828218212511128	4.27871669583385	0.0123585199495759	0.91221202929966	0.996906031134472	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1787	RAB24	-0.0428063716849705	5.51115423149805	0.0100438430778317	0.920827478324617	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1788	KAZALD1	-2.61140268418584	2.17088886781077	2.43345838131915	0.133405584367027	0.439628574311227	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1789	APCS	0	8.88903276529209	0	1	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1790	SNRK	-0.219321496272708	4.63445749807924	0.2043198162542	0.654460227176159	0.870362722285588	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1791	AP1M1	0.975442383477279	6.47178522113961	4.3745983267877	0.0449180472552649	0.259630501248046	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1792	UPF3B	0.0099314524482623	4.63492713424289	0.000165169087138625	0.989829862236057	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1793	DNAAF3	2.99822190995679	2.22231155438328	8.27615518078478	0.00801784836117123	0.107282903709686	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1794	CHD4	0.886525179933127	5.81716779324412	3.0936590260437	0.0886456747699936	0.364116528773898	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1795	WDR60	-0.270134547093157	3.98298794292279	0.1515393672454	0.699778010990151	0.891986901871709	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1796	FBXW9	1.28849604678577	4.73195533114161	2.31780149813942	0.138219984317938	0.447354645040367	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1797	PBX4	0.933462821326923	2.74637427821063	1.08680896621442	0.305386522395073	0.628089898235515	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1798	CALML4	3.30912611444635	2.72163787177731	7.69274885410916	0.00937887895527966	0.116642402592877	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1799	NAT14	1.99609576093891	4.61850581945069	3.68621215134326	0.0854891831722826	0.355839855181923	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1800	PCDHGA2	1.14073827735456	2.68399549590055	1.61779870607372	0.214900196549322	0.540788854237549	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1801	APP	-0.336046900899611	8.73777569828824	0.232990134041817	0.632767910513001	0.860349531988324	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1802	LGALS8	-1.30035071486269	6.44439572802022	6.37580443425995	0.0170023503029373	0.158532828127792	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1803	PRR5	1.13434021706043	4.43874539937953	2.54330801038964	0.121091629868648	0.420051386136838	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1804	PIH1D1	1.03379390126051	6.17890695636611	4.0578316762828	0.0528737018904848	0.281813899078027	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1805	SORT1	0.359503891917137	5.55782601333539	0.154981061809251	0.696563438647229	0.890113306155233	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1806	CNTRL	-0.194186339849845	3.82752506248068	0.0547688294933425	0.816530183707539	0.950763635099397	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1807	ELOVL2	1.81848696594594	7.56559473015007	2.61700826440968	0.116038225149793	0.413842843819167	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1808	BEND4	-1.83259310477436	2.20740995116782	5.60255138231039	0.0297327424098226	0.208846809643627	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1809	PITRM1	-0.420033210572172	6.83272327029959	0.677452364199732	0.416865542029517	0.718485514670805	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1810	C2CD3	1.07688471881326	3.69078100633994	2.23108571357319	0.145550443455123	0.458557447367219	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1811	CENPJ	0.351322152444502	2.93007502816784	0.0960043497616927	0.758789090006009	0.926639941505992	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1812	PROCA1	1.27371669936752	2.61246199197139	0.588018939819717	0.449503567463803	0.743201569255664	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1813	RIPK3	0.463414574472847	2.31410173007363	0.411021241079525	0.528935185158758	0.798335910492589	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1814	CCNH	-0.535796777596696	5.5317943985947	0.890814677317762	0.352686309495965	0.671796106209737	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1815	ADGRV1	5.59743898953668	2.33100207427047	9.79794149889027	0.00668279225468267	0.0962320932506268	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1816	TMUB1	1.04258312553883	5.00992550249763	1.9344691796683	0.174352285876284	0.497104013907328	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1817	ADGRA2	1.41471891628401	6.59207263349765	2.06169218079292	0.161237349812204	0.478690242659965	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1818	HOXD3	-2.04763934988353	1.83532444359761	1.95776589770161	0.204293993587073	0.530840748145178	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1819	KNSTRN	0.673037045580247	4.86068283343943	0.646863441896298	0.427471706140558	0.725600979930125	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1820	CYP3A7	0	5.98965811827706	0	1	1	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1821	KIF5B	-1.62658045979603	6.33861632008041	8.40972621901446	0.00686712092304603	0.0977332490115968	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1822	LPIN2	-0.305994771880079	7.16248438599624	0.320983876159353	0.575169861421371	0.826390496273264	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1823	NID2	0.809157538159721	6.73851977989867	0.842867430208478	0.365793731825575	0.682829600146548	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1824	ATP1A3	3.94019967731202	2.34231175216257	4.02871605308875	0.05431774380505	0.286334943805963	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
1825	TMEM189	-0.910250575117389	6.04884655244684	1.82829089263713	0.186288278074607	0.511621597602285	BH	-1*groupCardiac_Myocyte:m 1*groupMeningeal_cells:m	glm
