table.gene	log*sign
MFAP2	2,669848944
NF2	-2,668977491
CLCN6	-2,667914168
SLC7A14	2,667362548
B3GNTL1	-2,66724822
ATP8B2	2,665808785
FMN2	-2,665293122
VAT1	2,662433696
SH2D4A	2,661576766
MAPK11	2,660822099
CIAPIN1	-2,660640397
POLK	2,659171498
JUP	-2,65914057
SFRP4	2,658932378
ACADVL	2,657878207
PRRX2	2,6572076
CISD1	2,656914707
PRR7	2,656488252
SPECC1	2,655474925
ITM2A	2,655020692
WBP4	2,652652561
SESTD1	2,652576245
UTRN	2,651650849
NET1	-2,651416338
DUSP4	-2,650662596
RFESD	-2,650532204
PREB	-2,650271878
RPA3	-2,64737994
RGL3	2,64514533
CALCOCO1	2,645073777
PEX26	-2,644737069
COX10	-2,643385029
OSBPL11	-2,643260108
SIN3B	-2,641774999
RPRD2	-2,640245183
MYCBP2	2,637638029
TAF1C	-2,637127667
AEBP2	2,636687081
TMCO4	-2,63658861
TRIM14	-2,636198018
SGK3	2,634807571
ADGRG1	-2,634470306
HSD17B12	2,633239795
UQCRB	2,633008397
RPA2	-2,632101332
EMX2	2,630812668
DMGDH	-2,630332004
XPO6	-2,629917217
DOK6	2,629813247
ATP8B4	2,628223774
DNAAF5	-2,626383824
TTLL3	2,62520412
NOS3	2,62509832
TMEM186	-2,62373796
SLC25A40	-2,623329778
TTC28	2,623030333
ATP1B2	-2,622967106
ASNSD1	2,622882029
BPI	-2,622876538
HRAS	-2,622197217
FAM3C	2,62173473
MYO5B	-2,619739462
TENT2	2,619443357
TUBA8	-2,618891718
UGGT2	2,618054271
RARB	2,617835157
SACM1L	2,617287973
DHRS1	-2,615917262
KCTD18	2,615727366
MAP2K6	-2,614999366
CREBZF	-2,614921316
TCEANC2	2,613851926
TGIF1	2,610913626
HPDL	2,609826663
PPWD1	2,607562663
RAB20	2,607561836
GJA1	2,606171959
CH25H	2,605488749
RITA1	-2,605450027
PPP2CA	2,604458398
AP3B1	2,603337079
LYVE1	2,601608805
MPZL3	-2,598954566
ERG28	-2,598083259
TMEFF2	-2,597864841
SRP72	2,596670504
MEGF9	-2,596399134
CPSF1	-2,596114787
DMD	2,596051635
TMEM108	-2,595772507
NXT2	2,595700806
LMNB1	-2,595188445
AMIGO3	-2,592825102
TRAF3IP2	2,592805271
CPTP	-2,591656584
ZYG11A	-2,590339264
CHST3	2,589724599
BZW1	2,588886405
DGLUCY	2,588867563
CADPS2	2,588406984
EPS15L1	-2,5882579
RUBCN	-2,581730853
CCDC127	2,581046839
EIF3L	2,580303742
SAR1A	2,579108079
IGFBP7	2,579041528
SNAI2	2,579031945
EPB41L1	2,578977122
YIPF6	2,578127091
MRPS34	-2,577118532
GUCY1B1	2,575948697
BMP4	2,575943769
TRIM36	-2,575555473
ARL4C	-2,572566262
DNASE2	2,572479124
NELFA	-2,572408926
CLDN11	2,57191442
FUNDC2	2,571634299
LEKR1	2,569909165
DIS3	2,568986955
MAVS	-2,568619865
FOXO3	2,568439252
FPGT	2,568217068
NNAT	-2,568170092
EIF3I	2,567609151
RPL10A	2,566475981
PEX1	-2,566261051
UBE2V2	2,564691284
XKR6	-2,564496068
SSU72	-2,56352112
TYW5	2,559919994
GMDS	-2,55892277
LCP1	-2,554564349
WARS1	2,553695167
MEGF6	2,552744768
PCNA	-2,551268375
ABCD3	2,55095077
SETX	2,550618969
ANKRD7	2,550504759
MBNL2	2,549634274
STPG2	-2,54961514
ZSWIM5	-2,548077018
CBR3	2,547993783
FAF1	-2,547531582
NDRG1	2,546248609
SATB1	2,544392302
VASH1	2,542963078
TEX10	2,542820082
SYCE1	2,540386309
CHEK1	2,5400494
IP6K1	-2,539197407
TMEM135	2,53830746
IER3	2,538112287
RIN3	-2,537395522
RBM19	-2,536856018
ITPR3	2,534716962
SH3BP2	-2,533374431
LMF1	2,531871793
CD302	2,53150275
ZMYND19	-2,530671602
SF3B4	-2,530648098
SMO	2,53031895
TTC37	2,529831158
USO1	2,529773951
DLL4	2,529669625
WDR37	2,529136097
NAGS	-2,528671075
RC3H2	2,527459369
BYSL	-2,527336703
ITGA1	2,527065965
SEC16B	-2,526754502
HYOU1	-2,526685241
TBC1D23	2,526596608
TSPAN18	2,526494855
DUS2	-2,525090375
NRN1	-2,523728785
POGLUT2	2,523605902
HSBP1	2,523230959
SMAP2	-2,52315805
PDE3A	2,522105863
SLC9A3R2	-2,521882523
FXYD5	2,521560997
TMEM35A	-2,521229998
ING4	2,521153929
VDAC2	2,521006919
ZNRD1	-2,520494788
ODF2L	2,519925365
INTS3	-2,519253182
CHMP3	2,518972451
NDUFS8	-2,515653711
PRKAB1	-2,514178203
SLC38A9	2,513324073
NEDD1	2,513058392
SAMD15	2,512909831
GPATCH4	-2,512896633
HBEGF	-2,512256929
SNN	-2,511040378
POLR3A	-2,510371288
REPIN1	-2,508564398
GNAI1	2,507487404
BBS10	2,50675031
WTAP	2,50564931
RGS5	2,504664658
AAAS	-2,503881729
RNF220	-2,502884061
TJP1	-2,501393205
NAPG	2,500856788
HDHD2	2,500267441
IQGAP2	-2,498868909
NAA25	2,498860214
NUP62	-2,49867942
KIAA0319L	-2,497973649
KIAA1522	-2,497344529
RAB11FIP2	2,497112281
SIPA1	-2,496819551
RAF1	-2,49654006
VGF	-2,496403342
CDH20	2,495930664
CHD3	2,49577873
AGPAT4	-2,494801661
AP1B1	-2,493374039
MPPED2	-2,493081512
TNFRSF19	2,49305893
GJC1	-2,4930276
DCUN1D4	2,491825713
MRPS22	2,487413414
PIGN	2,486034542
EXOSC1	2,48448708
COPG2	2,484382093
CHD9	2,484350029
FAM110C	2,483994586
DNAJB14	2,482994293
HSF2	2,481946088
RAPGEFL1	-2,481117831
RTF1	2,480818618
GLI2	2,479866183
CACNA1A	2,479165583
TGFBR2	2,478545153
PPL	2,478088074
KYAT3	2,477861433
FUBP3	-2,475758442
CSNK1G3	2,474954918
PPP1R12A	2,474806547
KDM5C	-2,473548965
LGR4	2,473452481
PDK1	2,473099788
MLEC	-2,472831375
ZNF174	-2,470553788
RRAGC	-2,468573459
RASGRF2	-2,468383149
CORO2A	2,467696221
POFUT1	-2,467501502
SPTBN2	2,46719014
CCDC58	2,466566978
ACSL5	2,466385887
INF2	-2,466229054
DHFR	-2,466107355
STAT1	2,465881698
DCLK1	2,465444671
EIF2S3	2,46534001
SPRYD7	-2,460023255
ZNF799	-2,459554904
CX3CL1	-2,458258196
BAG2	2,457508567
FILIP1	2,456699346
LRRC7	2,455676804
SGCB	2,453992951
SMIM20	2,452369042
THAP7	-2,452154893
IPMK	2,451640591
FRAT1	2,451494062
ELF1	2,451299385
INSIG2	2,450555135
C19orf54	-2,450187717
GPAM	-2,448761755
BDH2	2,448099348
TBX19	2,447413574
FANCE	-2,445026664
GAK	-2,444353359
CCT8	2,443975322
TMEM79	-2,44220529
DRC3	-2,441719581
ACKR4	2,441410067
CC2D1B	-2,44106346
RTKN	-2,438939613
EXOC6	2,437322602
HMOX2	2,436859279
ARNTL2	-2,436183896
ITGB2	-2,434919972
AAR2	-2,434211591
ASPN	2,433850379
FBXO41	2,433107482
OTUD3	-2,432933428
MICB	2,432294211
B3GALT5	-2,431093185
HVCN1	2,427527101
AK8	2,427480943
HIP1	-2,427468921
ZBTB48	-2,426392581
ALKBH2	-2,425962497
PAFAH1B2	2,421450245
ATP8A2	-2,416224313
PLCXD2	-2,415797494
BCL7A	-2,415630333
NSUN7	-2,415370972
NRM	-2,415091162
MLX	-2,414960714
PSEN1	2,414608346
SLC4A8	-2,414300144
MAPK8	-2,413344534
HMGXB3	-2,412103813
SCP2	2,411095312
POMGNT2	-2,409880443
ZMPSTE24	2,409607177
BEGAIN	2,409011298
KDM3A	2,40885062
ZNF14	2,408039179
FNIP2	-2,407965649
UST	2,407210856
HDAC4	-2,407053293
BRINP1	2,405999392
FAM214B	2,40530112
KIF3A	2,402392229
CHAF1B	-2,402391718
OMD	2,400509172
VMP1	2,399518256
COL4A5	2,399350039
SLC25A30	-2,399191883
TMEM238	-2,398705243
FHL3	2,395055954
PMPCB	2,394983461
ATP23	2,394738421
ESR1	2,39452782
DSTN	2,394467718
EFEMP2	2,392548246
ZCCHC7	2,392373559
TMCC2	-2,392044414
SPIN4	-2,391945265
TMEM176B	-2,391686472
DERL3	-2,391059702
TSPAN6	2,39074111
GET4	-2,389902975
RB1	2,389142092
TGFB1	2,388561977
ATF5	-2,388026
GSS	-2,386949395
PFKP	2,386295191
RXRB	-2,386253627
ALAS1	-2,384169952
SLC33A1	-2,384109087
FIS1	-2,383091568
MDH1B	2,381874579
FUNDC1	2,381538835
SLC4A4	2,380882531
SMARCB1	-2,380133115
DSN1	-2,379875875
PNCK	2,379791486
PTGR1	2,378237203
ZFYVE1	-2,378209654
ADO	2,377789556
TXNRD3	2,377233806
EIF4A1	2,377142943
AMOTL1	-2,377115329
TUBB2B	-2,37627149
C6orf136	-2,375766364
AP1G2	2,374624722
MTUS1	2,374352051
AHCTF1	2,373259524
MCPH1	2,373117447
PALLD	-2,372247786
RFC5	-2,371338159
MRPS14	2,369687586
AIFM2	2,369505861
HOXB2	2,369076393
ARHGEF17	2,366449593
ELAC2	-2,365844933
TTC23	2,36562943
FKBP14	2,364978823
INHBE	-2,364491787
ZFHX3	2,364015498
TFAP2B	-2,363427035
DDX42	2,363114785
TMEM127	-2,362419341
RTN1	-2,361935504
EFNB3	2,361639018
MICALL1	-2,361095408
STING1	2,360531556
CHID1	-2,360015676
SNX21	2,358637163
RASIP1	2,356600428
TOMM34	-2,355329505
AIMP1	2,354837479
FOXQ1	-2,354794935
NOL10	2,353579523
WDR36	2,353485779
SMTN	-2,352765182
RNF180	2,35249395
DCHS1	-2,352329084
APOLD1	-2,35140411
TMTC3	2,351313165
FAM167B	2,351087263
SLC35B3	2,349785668
LY6G5C	-2,349722407
PDE1C	2,348448702
MRPS5	-2,346936369
ITFG2	-2,346712439
GLT8D1	2,346376746
APH1A	-2,346374427
CCNJ	-2,346233801
GUK1	2,346214776
NEDD9	-2,345763314
ADAT2	-2,344961519
SMUG1	-2,344465052
H1-0	-2,344281084
CBX1	2,343999565
EFCAB14	2,343901136
ATAT1	-2,342765478
GLCCI1	-2,342122853
PIAS1	2,341704277
PPARGC1A	-2,3393769
MAP1B	2,33933795
SLC2A6	2,338377482
EPHA4	2,338090269
MYRF	2,337863959
ABHD17C	2,337780305
SLC25A15	-2,337226097
NOD1	2,336982885
STX12	2,335990336
ANAPC5	-2,335152356
CEP112	2,334625299
DNAJC4	-2,332324132
UTP11	2,331019701
WRAP73	-2,330737532
ADAMTS6	-2,32993433
RAI1	-2,328771785
SIK3	2,32858299
FBXL18	-2,328060879
JAG2	2,326396858
MRC2	2,326214372
KIAA1217	-2,325764261
BOC	2,325031311
THTPA	-2,324857589
ARL6IP5	2,323505246
SHC4	2,321880781
ATRAID	2,321767758
RNF144B	-2,320169055
IDS	-2,320130449
ZNF3	-2,319554182
NR2C2AP	-2,31712435
FAAH	-2,315866345
PYROXD1	2,313503872
TMEM106C	-2,312352561
NPAS2	2,312103756
MGME1	-2,311359672
CCDC9	-2,309680519
CCNO	2,309343453
HECA	2,309321101
CEP250	-2,309211263
MIF4GD	-2,308649068
SCARB2	2,308582481
ZFP91	2,30838683
PPP6R1	-2,308012698
ANKRD37	2,307148995
RALA	2,306269361
MRPL14	-2,305803127
CNRIP1	2,304802858
IFT52	2,304439722
EFTUD2	-2,304370287
RTTN	-2,303419627
CLUAP1	2,302135947
GPANK1	-2,302132384
GTPBP8	2,302076069
CDK17	2,302053906
TNNT1	2,300662826
GMPPB	-2,296470868
KCP	2,296143495
LAMC3	-2,295372233
TMEM143	-2,295047406
CDCA4	-2,294884947
EEA1	2,294330047
TSKU	-2,293789694
STAP2	-2,293767424
NACA	2,292404118
CIAO2A	-2,292198299
WDR86	2,292088466
BDNF	2,291188529
IMP4	-2,290464392
ZKSCAN3	-2,288507873
LONP2	-2,287864512
NOP2	-2,287864306
RBM10	-2,285746294
HNRNPH2	2,285310356
KIN	2,28500021
NDUFAF2	2,284119824
POU2F1	-2,284093666
PEPD	-2,284024841
TMEM159	2,282473935
XPNPEP1	2,282136516
ABCA3	-2,282092618
TFDP1	-2,28094638
TIPARP	2,280309551
ZNF354A	2,280136815
TPPP3	-2,278734258
NAP1L4	-2,278661864
SLC35B1	-2,278567431
PPM1M	2,277454722
SLC27A1	2,277447249
ELOVL4	2,276636104
IMMP1L	-2,27659949
ARHGDIA	-2,276514372
NOP16	-2,276487662
MTCH2	-2,275153909
CPSF4	-2,274885933
RPN1	-2,274601713
UBP1	2,274469342
BTAF1	2,273093501
PYGO1	2,272066776
TSPAN8	2,271728092
PTPRE	2,270929258
PARP1	-2,270529315
CHRD	-2,269993057
RSPRY1	2,269525643
RHOQ	2,268621014
SHTN1	2,268282219
GLYCTK	-2,267328478
RFC2	-2,265300017
SCG5	2,264912153
ELOVL3	2,264578988
PPP3CA	2,264327714
HERC1	2,263704663
GIMAP7	2,263446239
LOXL3	2,263011926
HLA-A	2,262354591
MED9	-2,26068921
ZBTB7C	2,257979126
CAP1	2,257830795
F10	2,257651221
EMP3	2,25691566
TUB	2,256730626
BTBD7	2,256340716
ARHGEF15	2,256114805
MCFD2	-2,25556688
ILF3	-2,254771242
FAM131B	-2,254073907
CEP104	-2,253681887
COL6A3	2,253011617
ZBTB39	-2,252684307
SNX18	2,25228823
DYNC2LI1	2,250873567
CD93	2,250255182
MRPS25	-2,249681099
GLE1	-2,249489915
APOL6	2,24924357
WNT9A	-2,249209274
SNRPB2	2,247549829
PADI2	-2,24734081
TMEM87B	2,247014038
ZNF395	2,246802827
CDKL2	-2,24634248
RAPH1	2,246309124
PPP6R2	-2,245716765
GATAD2A	-2,245663086
LMTK2	-2,243986257
MAP3K3	-2,243548048
EFCAB11	2,243270612
HAUS8	-2,242133359
ANGPTL4	2,241499211
MDM4	2,23986812
BCL7B	-2,239297169
PPFIA1	-2,238547807
TCIM	2,237648944
CCNL1	2,237381032
NLRX1	2,237215988
PNPT1	2,236716486
MCM3AP	-2,23666997
EIF2A	2,236064749
ASIC1	2,236044879
RAB23	2,235166932
SNAP23	2,233875286
PDCD2	-2,233650525
UBALD1	-2,231465315
C1GALT1C1	2,230752536
PPM1E	-2,230524965
RASGEF1B	2,230296182
RIPOR2	2,229141345
WDR61	2,228279324
IP6K2	2,226571208
PFKM	2,226149789
BTF3	2,225941829
SLC6A12	-2,224869532
KMT5B	2,224313312
ISLR	2,224198854
KLHL2	-2,22407296
PRPF6	-2,223238537
EDIL3	2,222654464
HEATR3	-2,222076691
RBPMS2	-2,221655561
MGAT5	-2,221564471
CLSPN	-2,220934469
SMARCA4	-2,220602084
FBXL15	2,219524576
GCLM	2,218464726
PIK3CA	2,218092373
SYNGR2	-2,216394947
PROSER1	-2,215948204
COMMD10	2,215819209
TMEM170B	-2,215370389
PAFAH1B3	-2,213736935
VAMP4	2,213286947
ARMCX1	2,213057644
RIMS2	-2,211550351
LMBR1L	2,211177683
P3H4	2,211093454
ZMAT4	2,210656405
SARNP	2,210485903
DCTN6	2,208797993
FAM114A2	2,208793159
ARAP1	2,208416361
SORT1	-2,208132439
TRMT9B	-2,206957617
SLC10A3	2,206683262
SLC35A5	2,206640787
CREB1	2,206629083
NIPA2	-2,206552936
PSMD1	2,206361322
SFXN4	-2,206118857
USP31	-2,204740719
GIMAP1	2,20277385
ANKRD11	-2,201193087
SH3BP5	2,199701224
NFKBIZ	2,198833911
ACOT1	-2,197845718
DPM2	-2,1976164
VTA1	2,19717011
VPS45	2,196478332
DNAJC1	2,194112268
PRPSAP1	-2,193609071
NTMT1	-2,193118745
BRAP	-2,192575733
B4GALT1	2,192055153
PA2G4	-2,191777393
SLC31A2	-2,191768758
PLXNA2	-2,191737677
MTHFD1	-2,191628473
PLPP5	-2,191602147
B4GALNT1	-2,191368878
TMEM97	-2,190068161
KIF13A	2,189577763
MTFR1	-2,186529286
TMX3	2,186194824
HMOX1	2,18566348
DCTN5	2,185584469
WWC1	-2,185565866
AKAP8	-2,184846879
DDX1	2,184464921
VWA1	-2,183886329
PI4K2B	-2,182974364
PKIA	2,182625949
PJA2	2,181882216
TENM3	-2,181358741
TRIP12	2,180945402
POLQ	-2,18073312
BRCC3	2,179483616
CDC16	2,179012617
HEXIM1	2,177331845
PLCL2	-2,176658242
KPNA4	2,175669938
MANEAL	-2,174654502
MIGA1	2,17396405
PKIG	2,173943133
GOT1	-2,173683642
VCAM1	2,172168797
KLRG1	-2,171945266
MYEF2	-2,17186681
FAM32A	2,171326424
PYGL	2,171087775
ATG2A	-2,171076371
ADCK1	-2,170836144
CTTNBP2	-2,168741942
ACD	-2,168648422
ZBTB6	2,167178971
SFR1	-2,166802279
SS18L1	-2,166017099
RPL39	2,165440487
HSPA4	2,163096396
PGGHG	2,163036601
MAP11	-2,16230887
FZD7	2,162016028
RBM11	2,16201578
KIFBP	2,161301892
CDK14	2,161222105
SMARCC1	-2,161085133
DCAF11	-2,160634954
AAMP	-2,160378194
KCND3	2,159690173
HNRNPAB	-2,159510965
HACD4	2,159228963
CTNNA1	2,159032297
ADPRHL1	-2,15752882
GATD1	-2,156868076
CPEB3	2,156836424
RAMP1	2,155241406
MYO18A	-2,152760093
CRACR2B	-2,151831128
PPT2	-2,151303316
FBXO5	-2,150059944
MCAT	-2,149504788
APPL1	2,146674341
ZNF292	2,145680125
DROSHA	-2,145636984
CASC3	-2,144339275
PDCD1LG2	2,14327413
ADCYAP1R1	-2,143265133
PILRB	-2,141690984
ABHD8	-2,14140165
EMID1	-2,141373966
TXNDC12	2,141278773
PITRM1	-2,141177428
MLST8	-2,140615866
KANSL2	-2,140335409
R3HDM1	2,139905011
ZNF697	2,139870331
RAB3B	-2,138289069
TCN2	-2,138204513
PEG10	2,138052645
NELL2	-2,137938338
GLDC	-2,137575144
SYT17	-2,137034898
MRPL22	2,136825125
HOOK3	2,13653328
DLG3	2,134880002
RPS26	-2,134343603
TRIP4	2,134217555
BAIAP2L2	2,133710683
WDR48	2,133247592
FAM122B	-2,133245949
RNF34	-2,131917539
PTBP1	-2,130158561
IMPAD1	2,130050376
GRN	2,129984281
PHC1	2,129837021
LRRC56	-2,128683427
TCTN1	2,128277903
KRT80	-2,12814382
RASGRP3	2,127790529
CDC123	2,127521855
AOX1	-2,125532505
REL	2,125464671
HPF1	2,123648778
ARFGAP2	-2,123353096
KLF8	2,122419181
LIMK2	-2,122177531
VPS28	-2,121030381
DESI1	-2,121001431
FBXL19	2,120391879
TDRKH	-2,120138027
NPB	2,119661509
EXTL2	2,11796367
VEZT	2,116014689
TMEM185B	-2,115218736
SHROOM1	-2,114740103
NCOA5	-2,113705158
PSAP	2,112858682
PDE4C	2,111770462
IL1A	2,111724668
PARK7	2,11154687
PSD3	2,110686234
EPS15	2,109525827
RIPK1	2,108459229
ZNF182	2,108010533
FAM83G	-2,107784683
DHX15	2,107782293
URB1	-2,107712722
PTS	-2,107666599
URI1	2,107521195
GNG10	2,106649022
ZNF764	-2,106639158
GCN1	-2,106177362
ULK3	-2,105963561
USP2	-2,105767099
SNX1	2,105263369
BECN1	2,104632068
DOCK7	2,103621886
MFSD1	2,103166679
DARS2	-2,103025729
FOXM1	-2,101906233
VCPKMT	-2,101386318
NRIP2	2,100309301
WNT11	2,100282552
NFKBIA	2,099726506
EVL	-2,099682918
GNAS	2,099540337
TUT1	-2,099046943
CUEDC1	-2,098352216
TNK2	-2,09693115
SLC2A8	-2,095659993
MYORG	-2,09554043
MAP3K14	-2,093829855
CA12	2,093811409
COLGALT2	2,09329197
WWOX	-2,092384936
HSPA1A	-2,092177242
KPNA6	2,092057412
VAMP3	2,091090316
CHST10	-2,089247238
PRDM15	-2,088770573
ATRN	2,088643318
SERINC1	2,086791447
ZEB1	2,086609671
PLXNB1	-2,086195008
PIGU	-2,085736698
NEURL4	-2,085716878
MTHFR	2,085238801
B4GAT1	-2,08476756
NDUFAF4	-2,084035414
BACE1	2,083784268
MYL12A	2,083697235
XYLT1	-2,083464476
LRPAP1	2,081995065
GIMAP6	2,081087966
OPN3	-2,079532363
KIAA0930	-2,078529633
CDK5RAP3	-2,07852717
OSGEP	-2,077245334
ARHGEF19	2,077122763
MTOR	-2,076908157
YTHDF1	-2,076653577
CIC	2,076085724
TRAF3IP1	2,075813441
HSPA2	-2,075767334
CHKB	-2,075208044
ENOX2	2,0731237
PLIN5	2,072897495
SND1	2,072489778
RAD50	2,071759441
SGSH	2,071520637
SPIDR	2,070881653
PSMC1	2,069648305
VPS4B	2,06893186
MST1	2,068872165
CYB561D1	2,066697362
S100B	-2,065455432
CLDN5	2,065349818
CXCL16	2,063923893
POGK	-2,063566232
GREM1	-2,063393826
RUFY1	2,062984672
CRIPT	2,062480655
CDCA8	-2,062361564
GOLGA7	2,061713146
SNAP91	-2,060391193
TTC38	-2,060333096
LENG1	-2,060055136
KCTD9	2,057473034
AMIGO1	-2,057439056
CD59	2,055872738
TAF6L	-2,055605729
CD99L2	-2,054210749
BNC1	2,053833747
DMAP1	-2,051800238
PAXX	-2,050674192
OAS3	-2,050178322
SLC16A5	2,050014981
SLC35E3	-2,049698225
ANKRD12	2,048824187
EMILIN2	2,048528722
ACTG2	-2,048496234
STOM	2,048208546
CELF4	2,047822689
SAP30L	-2,047822166
NUDT5	2,046677302
LSM14A	2,046346975
MRPL48	2,046260038
GKAP1	-2,045894311
NDST1	-2,045864512
CTBP2	2,045637405
PSMC3	-2,045231822
TMED8	2,044717075
THEM4	2,044122612
NAF1	-2,044075877
GTF3C5	-2,043936583
IL6R	-2,043186816
SPAST	2,043027534
RAE1	-2,041626945
ABCA2	2,04154476
NCOA2	2,040730294
CENPL	-2,040494984
S1PR3	2,040137701
CRYZL1	2,039281113
UBE2L6	2,038519276
WDR76	-2,037491915
HSPA1B	-2,037470515
MB21D2	2,036767892
PAM	2,036267361
SNAPC2	2,036001165
SPRED1	2,035909767
POLE3	-2,035742168
LGALS1	2,035350734
AKAP8L	-2,034164157
ARID3B	-2,032168901
PPIF	-2,031942733
SELENOI	-2,031861915
NUDT19	-2,031570451
PPP1R9B	2,031037358
MMP11	2,029068636
GPATCH2	2,028661964
MLXIP	-2,027822746
SLC11A2	-2,027301661
WBP1L	2,025456169
MED18	-2,024407879
GINS2	-2,024375748
PSMD9	-2,023748141
PARP14	2,023306207
RPS6KB2	-2,022935273
S100A1	-2,022332092
NSD3	2,021795848
ADIPOR2	-2,020670572
ZMAT2	2,020332613
SFSWAP	-2,020279871
MED24	-2,019872224
GIT1	-2,019791629
WTIP	2,01870515
TMEM176A	-2,017518768
PXMP2	-2,016623184
SPEN	-2,016227986
MPDU1	-2,016139673
ODF2	-2,014934075
ALG11	2,014811169
GIMAP8	2,014661231
DUSP8	-2,014603937
TMEM52	-2,014579411
TEK	2,014423718
RBBP4	2,013910819
CLTC	2,013699293
ABRACL	2,013379078
FANCC	-2,013214654
SNX6	2,013159405
MXD3	-2,013018933
BBS2	2,012911572
CNDP2	-2,012613262
RNF130	-2,01209878
MRPL19	2,011030301
USP5	-2,010312552
TMEM268	-2,010145133
TYRP1	2,008931354
BCAS3	2,008851365
COPB2	2,007970968
CTXN1	-2,007942842
NFYA	-2,00784316
COPS8	2,007617188
PRADC1	-2,00661242
TMEM87A	2,006301586
RFC1	2,006232839
XPO1	2,006092497
CACNB1	2,005816569
PRMT7	-2,004767699
ATP1A3	-2,004292196
RASGRP2	-2,004029717
METTL27	2,004001273
WDR4	-2,003601623
NKAIN1	-2,003273333
MFN2	-2,002988789
MLLT3	2,001849174
MOB1B	-1,99792518
DNAJC5	-1,997919318
MLYCD	-1,997886003
CDK18	1,995323007
BRD1	-1,994101175
NUP160	1,993883129
PHACTR2	1,993876209
EP400	-1,993812241
PMS2	1,993450514
NELFCD	-1,993250843
CDH18	1,992733121
SMARCE1	1,991499066
LRRC25	1,991357057
ATP6V0B	-1,991219606
ATP6V1G1	1,99065303
CNR1	1,990338593
FNDC3A	1,989104713
WASHC4	1,988953146
SRCAP	-1,988558275
TMEM273	1,988500836
NDUFB9	-1,988104035
HSP90B1	1,987993321
WDR92	-1,98776225
DNAJC14	-1,987705793
MAPK12	1,987534742
USF3	1,987270696
SCYL3	1,986965985
KLC4	-1,985823065
TUFM	-1,984234648
GPS2	-1,98362975
FAM117A	1,983622221
HSPA4L	1,983551904
WDR13	1,983476583
RABGAP1L	1,983045249
WFDC1	-1,982849016
CHPT1	-1,982573013
USE1	-1,982552573
MED30	-1,982439426
FUCA1	-1,981694111
ARGLU1	-1,981578945
MLC1	1,981480578
COASY	-1,981005442
EIF1AD	-1,980579846
STK32C	1,980499281
IARS1	1,980020675
ZDHHC7	-1,979875518
MMP9	-1,978623916
LETM1	-1,977832634
KIF18B	-1,97729525
RPS25	1,977192301
TCHP	-1,977028993
MGRN1	-1,976842298
ALAD	1,975093354
FLYWCH2	1,974926954
CYYR1	-1,974599339
ACP6	1,97428505
PHYHIP	1,973533447
BCL3	1,973003597
TUBGCP3	-1,972466356
ZBTB12	-1,972409836
GARNL3	-1,972384183
DDX55	-1,970997189
ZBTB3	-1,97097406
DHX32	1,970868676
MEF2C	1,970562781
LRCH3	-1,970192409
ANKUB1	1,969869882
CPNE4	-1,969655686
ST3GAL6	1,968894623
DOHH	-1,968753048
ANKRD33B	1,968744364
TTC26	1,968422239
RIMS3	-1,968044108
TMCC3	1,966425255
CS	-1,965807708
JUN	-1,963360563
DDX60	1,962391246
YARS2	1,962146518
MORF4L1	1,961403881
EMSY	-1,960841535
GAP43	-1,960563295
OGN	1,960294795
SLC25A16	-1,957055427
TCTA	-1,956988641
PCOLCE2	1,95670408
NDN	1,956244459
MARCHF4	1,955452442
RBM15	-1,954994541
ZDHHC8	-1,953925319
CD38	1,953536468
TTC30B	1,952865528
DVL2	-1,952064989
ODF3B	1,951979289
DAXX	-1,951676666
LAMTOR3	1,951471645
STIP1	-1,951204464
PLEKHB1	1,950074794
TPD52	-1,949859305
NCK2	1,949804353
UBE3B	-1,948356469
GPC2	-1,948009653
RNF2	1,947146857
CDK5	1,946055442
TASOR	1,946042272
TEC	-1,94596941
TNFRSF21	1,94507787
PDXP	-1,944925278
DVL1	-1,944879824
SLC41A3	-1,943741595
EIF6	-1,943694748
JPH1	1,943654523
PLAUR	-1,943254099
GORAB	1,943140056
SIAH3	-1,943111641
TAF12	1,943079527
LRATD2	1,942407677
RPS13	1,941674593
MIS12	1,941131481
GRASP	1,94057097
LRRC45	-1,94007241
BNIP2	1,938491199
KIAA0513	-1,937973553
PHF12	-1,937773432
GABPA	1,937719364
NOCT	-1,937430893
EIF3J	1,936842537
SPCS3	1,9356113
CHTF8	-1,935235336
ATP6V0A2	-1,934988267
TIMM8A	-1,934022235
RCBTB2	1,933897791
FOXP4	-1,933552944
CORO7	-1,933324344
ATG4D	-1,933084593
OSBPL9	1,932106834
TAMM41	-1,931541905
CCDC59	1,931408543
ECHDC2	1,931393431
RIOK3	1,930715715
FADS1	-1,930492542
PDSS1	-1,93042724
MARK2	-1,930400853
AMT	-1,929867518
DDRGK1	-1,927691484
GRPEL2	1,927652951
SPTAN1	1,927587367
MARVELD1	1,927389139
DUSP16	-1,926869302
HDAC6	-1,926849608
CLN8	-1,92643068
NRIP1	1,924690841
PYGB	-1,923095185
LRCH4	-1,922966272
YAP1	1,922933346
ARHGEF16	-1,92267801
IL17RE	-1,922649803
GLMN	1,922597263
HDAC7	1,922202247
TSG101	1,921771909
NDUFS4	1,921484712
SGMS1	1,921356688
GREB1L	1,921068962
HIP1R	-1,92092081
ZBED5	1,919821851
PLAG1	1,918575826
NTRK2	-1,91850857
CCDC3	-1,917966133
SLC43A2	1,917630292
GID4	1,91747974
ZBTB17	-1,915425233
